OBJECTID,GLOBAL,CODE,STATUSOBJECT,JNEXTERN,JNINTERN,JNRVZ,EXTERN_DR_HOOGTE,EXTERN_DR_BREEDTE,INTERN_BERGING_M3,RIOLERINGSGEBIEDID,TYPERGD,GEOMETRY,datakey,metadatakey
180,3A1709BC-5844-4E8B-9447-258BC7C9936E,CUI-CUI-CEN-7,planvorming,ja,nee,ja,9.4,10.0,650.0,04e554e9-001c-47a6-bc25-3f9e0787b6ed  ,Gemengd gerioleerdgebied,POINT (189380.103 415294.964000001 0.0),3A1709BC-5844-4E8B-9447-258BC7C9936E,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
181,F0B2FCA8-59F7-49D8-AF0E-7033329A5EDE,HER-HER-PET-50,planvorming,ja,nee,nee,2.17,2.05,,52eafba0-4d7e-4b71-a258-22cac0abc52b  ,Gescheiden stelsel,POINT (151247.032000002 410028.233 0.0),F0B2FCA8-59F7-49D8-AF0E-7033329A5EDE,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
182,2724D4A8-4E51-452F-A0AB-1A870E19E13E,MIL-MIL-KER-2,planvorming,ja,nee,nee,14.0,2.0,,15197980-5425-4ffc-b502-4797f1b531a3  ,Gemengd gerioleerdgebied,POINT (182619.798999999 410582.019000004 0.0),2724D4A8-4E51-452F-A0AB-1A870E19E13E,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
183,4AF32FE4-E9AC-465D-A38D-E80CA09A8270,CUI-HAP-KER-30,planvorming,ja,nee,nee,11.44,1.2,,9f030a68-93c6-4547-9f9d-fc3eed495574  ,Gemengd gerioleerdgebied,POINT (188259.050999999 411025.526000002 0.0),4AF32FE4-E9AC-465D-A38D-E80CA09A8270,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
184,56AEE724-BDCF-4E91-A499-A8202D66D904,LAA-AAR-BRO-5,planvorming,ja,nee,nee,15.950000000000001,1.0,,5a64027c-9a63-44b7-b11c-db53b03d99b2  ,Gemengd gerioleerdgebied,POINT (171992.877 390679.295000001 0.0),56AEE724-BDCF-4E91-A499-A8202D66D904,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
185,7F6D4235-D1FA-409A-B3AC-244610C203A6,VEG-VEG-LEE-23,planvorming,ja,nee,nee,8.9,8.700000000000001,,4be46410-c328-4b08-95d6-3428cb8977c4  ,Gemengd gerioleerdgebied,POINT (165922.708000001 402485.681000002 0.0),7F6D4235-D1FA-409A-B3AC-244610C203A6,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
186,56CD10C9-BB56-4342-AAF2-DC7AEE4E4ED6,VEG-VEG-VEN-05,planvorming,None,None,None,,,,4ff87103-46ca-4c56-8b36-e996e345491e  ,None,POINT (166920.103999998 404648.054000003 0.0),56CD10C9-BB56-4342-AAF2-DC7AEE4E4ED6,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
187,B64E6655-7AC1-4D3D-A1ED-19EDDD94AE7F,BOX-OVE-IND-4,planvorming,ja,nee,nee,21.01,1.75,,0489a51c-fa72-41bf-8313-cc09b07bf2de  ,Verbeterd gescheiden stelsel,POINT (192993.204 398570.824999999 0.0),B64E6655-7AC1-4D3D-A1ED-19EDDD94AE7F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
188,88443536-E328-44AF-9DA8-378976D36AD6,HER-HER-RIW-111,planvorming,ja,nee,nee,3.5,1.0,,1e5bc8fa-0b0a-4340-86b3-7f8ca14be96e  ,Verbeterd gescheiden stelsel,POINT (147460.844 413268.568000002 0.0),88443536-E328-44AF-9DA8-378976D36AD6,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
189,E46BA781-03E2-4E02-8A0F-A32EDB713658,HEU-VLI-IND-49,planvorming,ja,nee,nee,1.96,6.0,,69213c58-4c6d-4b9d-b088-86db942e20af  ,Gemengd gerioleerdgebied,POINT (140621.609999999 411754.237 0.0),E46BA781-03E2-4E02-8A0F-A32EDB713658,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
190,59AF3AAB-584B-4F7A-BE3D-3B3071076E78,LIT-LIT-WAR-5,planvorming,ja,nee,nee,3.95,1.4000000000000001,,3df5da34-f462-40f7-9bb5-39a15be5ca02  ,Verbeterd gescheiden stelsel,POINT (157211.458000001 424612.593 0.0),59AF3AAB-584B-4F7A-BE3D-3B3071076E78,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
191,C4EE61A6-6D48-4238-BFA7-AB8702234077,STA-WES-KER-12,planvorming,ja,nee,ja,20.75,1.5,59.0,d3d21a91-4bcd-4303-ba69-fc51ec1b9e17  ,Gemengd gerioleerdgebied,POINT (187820.272999998 399532.647000003 0.0),C4EE61A6-6D48-4238-BFA7-AB8702234077,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
192,2E8D4B33-1460-4949-8960-E9D534CF96BC,MAA-VIN-KOM-9,planvorming,ja,nee,nee,5.1000000000000005,4.0,,3ff7ebf7-d84d-4af0-b0ee-77d0faf8d752  ,Gemengd gerioleerdgebied,POINT (160226.149 413544.761000002 0.0),2E8D4B33-1460-4949-8960-E9D534CF96BC,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
193,62BD1304-CF6D-454E-B0B9-B762C665DF2F,HEU-VLI-HOB-59,planvorming,ja,nee,nee,2.0,1.4000000000000001,,5dd41aaa-7ec8-4815-a179-257233b84d85  ,Verbeterd gescheiden stelsel,POINT (140982.192000002 412489.736000001 0.0),62BD1304-CF6D-454E-B0B9-B762C665DF2F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
194,38EE5243-583D-49FF-847A-8132712A06C2,LAA-BEE-KOM-8,planvorming,ja,nee,ja,12.72,14.5,796.0,921d5d28-5f45-461e-bcfd-a508defee8bd  ,Gemengd gerioleerdgebied,POINT (171692.515000001 394027.36 0.0),38EE5243-583D-49FF-847A-8132712A06C2,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
195,E11A38F2-6210-44F1-A9F9-73472B7D70A7,HER-HER-NOO-125,planvorming,ja,nee,nee,2.43,5.0,,a6917522-952d-4cb1-af84-a2bc02c3f6a6  ,Gemengd gerioleerdgebied,POINT (150748.778000001 414208.456999999 0.0),E11A38F2-6210-44F1-A9F9-73472B7D70A7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
196,2BAA0FA6-F8C8-4890-8372-D41C1A8BCD69,HER-ROS-HIR-34,planvorming,ja,nee,nee,2.22,1.6,,f82c4487-328a-4e24-95b3-5ec20ad65eb5  ,Verbeterd gescheiden stelsel,POINT (152134.635000002 412947.125999997 0.0),2BAA0FA6-F8C8-4890-8372-D41C1A8BCD69,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
197,6C3E1442-2DDA-4867-87F4-8F6C9D2D0715,SMI-BER-SCH-16,planvorming,ja,nee,nee,4.5,2.1,,2b20cd2e-7247-49ba-ab15-709defb92afb  ,Verbeterd gescheiden stelsel,POINT (156067.888 410793.388000002 0.0),6C3E1442-2DDA-4867-87F4-8F6C9D2D0715,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
198,B8CF51B1-BB63-40EB-96C9-F81947919CB0,SMI-BER-SCH-18,planvorming,ja,nee,nee,4.5,2.1,,2b20cd2e-7247-49ba-ab15-709defb92afb  ,Verbeterd gescheiden stelsel,POINT (156148.015999999 410643.469 0.0),B8CF51B1-BB63-40EB-96C9-F81947919CB0,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
199,182CAC1D-285A-4B45-A0F1-FA56AE2A85DF,SMI-BER-SCH-19,planvorming,ja,nee,nee,4.5,2.1,,None,Verbeterd gescheiden stelsel,POINT (156169.065000001 410576.928999999 0.0),182CAC1D-285A-4B45-A0F1-FA56AE2A85DF,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
200,3F71922B-5591-416E-84E6-DE137B101884,SMI-BER-SCH-20,planvorming,ja,nee,nee,4.5,4.0,,None,Verbeterd gescheiden stelsel,POINT (156181.261999998 410534.945000004 0.0),3F71922B-5591-416E-84E6-DE137B101884,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
201,36B26D84-30F1-460C-8DC2-5814F204CACD,SMI-BER-SCH-14,planvorming,ja,nee,nee,4.5,3.0,,2b20cd2e-7247-49ba-ab15-709defb92afb  ,Verbeterd gescheiden stelsel,POINT (156199.390999999 410465.304000004 0.0),36B26D84-30F1-460C-8DC2-5814F204CACD,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
202,D881CBEC-FCCE-4294-858D-16A8B45B3E34,SMI-DEN-HUR-24,planvorming,ja,nee,nee,,,,0334eb79-3f66-43b2-a2b4-efe391525b44  ,Gescheiden stelsel,POINT (154247.395 407979.98 0.0),D881CBEC-FCCE-4294-858D-16A8B45B3E34,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
203,BE3C2844-0292-4D7B-B0DB-EEEA43C89819,SMI-DEN-HUR-25,planvorming,ja,nee,nee,,,,0334eb79-3f66-43b2-a2b4-efe391525b44  ,Gescheiden stelsel,POINT (154203.563999999 407886.037000001 0.0),BE3C2844-0292-4D7B-B0DB-EEEA43C89819,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
204,18AD2606-7E16-48F7-8813-C565E032BDD9,SMI-DEN-SCH-23,planvorming,ja,nee,nee,,,,78c80525-e460-481f-af88-150d0f04003c  ,Gescheiden stelsel,POINT (153668.890999999 409143.875000002 0.0),18AD2606-7E16-48F7-8813-C565E032BDD9,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
205,6F61E307-B5BD-436E-96CF-45631A32B55D,SMI-DEN-SCH-22,planvorming,ja,nee,nee,,,,78c80525-e460-481f-af88-150d0f04003c  ,Gescheiden stelsel,POINT (153630.910999998 409216.067000001 0.0),6F61E307-B5BD-436E-96CF-45631A32B55D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
206,89A7BDAD-A000-435A-B4FA-3A34DD4B6E8D,VEG-ERP-VLA-73,planvorming,ja,nee,nee,10.1,2.0,,11b771b4-90b2-4960-8681-346cfdec3e9f  ,Verbeterd gescheiden stelsel,POINT (169164.592999999 401396.885000003 0.0),89A7BDAD-A000-435A-B4FA-3A34DD4B6E8D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
207,D9922095-5ABA-452D-8457-68DCD0022A69,VEG-ERP-VLA-72,planvorming,ja,nee,nee,9.950000000000001,1.0,,11b771b4-90b2-4960-8681-346cfdec3e9f  ,Verbeterd gescheiden stelsel,POINT (169104.531 401218.625000001 0.0),D9922095-5ABA-452D-8457-68DCD0022A69,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
208,C2AE8841-16BF-427A-B738-ECC1264B9F10,VEG-ERP-KER-71,planvorming,nee,ja,nee,,,,eaf837c7-b0c5-479f-8012-d4b977639edc  ,Gemengd gerioleerdgebied,POINT (170614.653000001 400878.152000001 0.0),C2AE8841-16BF-427A-B738-ECC1264B9F10,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
209,4B88C194-E3ED-4BC4-B79E-4025FFC6E7D4,HEL-STI-FON-94,planvorming,ja,nee,nee,16.9,0.9,,eb122fb5-6d2d-4264-b05d-d95a973f4f24  ,Gemengd gerioleerdgebied,POINT (170283.921999998 387936.298999999 0.0),4B88C194-E3ED-4BC4-B79E-4025FFC6E7D4,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
210,21E0A389-43CA-43E5-88AE-3DBC195A8884,UDE-UDE-HOO-34,planvorming,ja,nee,nee,20.400000000000002,1.0,,76744b2b-c826-422c-a6e1-e0e7fd3c80dd  ,Gescheiden stelsel,POINT (174737.578000002 407629.531000002 0.0),21E0A389-43CA-43E5-88AE-3DBC195A8884,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
211,31A768D3-EDCA-417A-9ABD-0E3EB6C61007,UDE-UDE-HOO-33,planvorming,ja,nee,nee,20.400000000000002,1.0,,76744b2b-c826-422c-a6e1-e0e7fd3c80dd  ,Gescheiden stelsel,POINT (174737.015999999 407833.875000001 0.0),31A768D3-EDCA-417A-9ABD-0E3EB6C61007,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
212,972F46B3-6A04-45EA-BA09-9F0D56B352AA,UDE-UDE-HOO-32,planvorming,ja,nee,nee,20.400000000000002,1.0,,76744b2b-c826-422c-a6e1-e0e7fd3c80dd  ,Gescheiden stelsel,POINT (174739.228 407987.995000002 0.0),972F46B3-6A04-45EA-BA09-9F0D56B352AA,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
213,E87919C9-3A3B-49E6-BE9C-301F6A7F6899,UDE-UDE-HOO-31,planvorming,ja,nee,nee,20.400000000000002,1.0,,76744b2b-c826-422c-a6e1-e0e7fd3c80dd  ,Gescheiden stelsel,POINT (174501.835000001 407915.74 0.0),E87919C9-3A3B-49E6-BE9C-301F6A7F6899,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
214,C0661381-CF56-40A7-B37D-453189928061,AST-AST-LIE-22,planvorming,nee,ja,nee,,,,ced0003b-2fd8-4564-9a33-0203c57aac03  ,Gemengd gerioleerdgebied,POINT (180104.754000001 380038.234000004 0.0),C0661381-CF56-40A7-B37D-453189928061,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
215,F9518F81-EC5D-4178-9A31-DA0AF8F8A489,AST-AST-LIE-23,planvorming,nee,ja,nee,,,,d036aea9-0616-459e-b444-a5fee78aa920  ,Gemengd gerioleerdgebied,POINT (180072.342999999 380397.784000002 0.0),F9518F81-EC5D-4178-9A31-DA0AF8F8A489,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
216,1912A691-9CF4-4AAA-8CED-9112445E6FA0,AST-AST-LOG-6,planvorming,nee,ja,nee,,,,d26dcf8c-488a-415e-91a4-1560cfdf9fb0  ,Gemengd gerioleerdgebied,POINT (180511.478 379762.005000002 0.0),1912A691-9CF4-4AAA-8CED-9112445E6FA0,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
217,145DA4C2-0E81-4076-81E5-36784DFAE567,DEU-DEU-HEV-41,planvorming,ja,nee,nee,23.3,1.5,,0bfafd75-9bd5-4192-9471-7cc7da179f12  ,Verbeterd gescheiden stelsel,POINT (184598.309999999 386753.184000001 0.0),145DA4C2-0E81-4076-81E5-36784DFAE567,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
218,4BF902A1-41AE-48D4-AFAF-87505EF8AB28,DEU-DEU-SUE-40,planvorming,ja,nee,nee,25.7,1.0,,7fbb3118-6884-4330-8c6f-3af1e1a86179  ,Verbeterd gescheiden stelsel,POINT (184265.675999999 387466.192000004 0.0),4BF902A1-41AE-48D4-AFAF-87505EF8AB28,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
219,212A01FE-356A-4011-B1C1-C766A0CF8671,DEU-DEU-SUE-12,planvorming,ja,nee,nee,25.75,1.0,,7fbb3118-6884-4330-8c6f-3af1e1a86179  ,Verbeterd gescheiden stelsel,POINT (184199.794 387425.181000003 0.0),212A01FE-356A-4011-B1C1-C766A0CF8671,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
220,6E415F0A-7768-4175-8158-AF5D09C5350F,HEU-DRU-WWC-66,planvorming,ja,nee,nee,3.06,1.0,,13dad2c5-d155-4d3a-b0f5-e384c3e2f556  ,Gemengd gerioleerdgebied,POINT (138041.609000001 409695.281000001 0.0),6E415F0A-7768-4175-8158-AF5D09C5350F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
221,380D7071-D606-4A0B-B73F-D9FA5438D813,GEL-MIE-LOO-6,planvorming,None,None,None,,,,None,None,POINT (171155.0 382794.969000003 0.0),380D7071-D606-4A0B-B73F-D9FA5438D813,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
222,4F965752-3616-4394-B9B9-12B7341F097B,GEL-MIE-LOO-5,planvorming,None,None,None,,,,None,None,POINT (170901.405999999 382654.969000001 0.0),4F965752-3616-4394-B9B9-12B7341F097B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
223,88133B5D-F4A0-4051-89AB-938C9106EFEB,GRA-GRA-ESC-15,planvorming,nee,ja,nee,,,,ca109ad4-6c3a-4336-977d-e4546d3c489b  ,Gemengd gerioleerdgebied,POINT (179813.344999999 417662.238000003 0.0),88133B5D-F4A0-4051-89AB-938C9106EFEB,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
224,2EA11D63-BA4E-4098-9B45-9AD8880DCE43,GRA-GRA-BOM-15,planvorming,ja,nee,nee,10.47,1.0,,366eaaa6-d92e-4ee4-8006-5157fe5bbc7c  ,Gescheiden stelsel,POINT (179594.352000002 418959.782000004 0.0),2EA11D63-BA4E-4098-9B45-9AD8880DCE43,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
225,78109B39-0DF4-4376-B5AD-68EA2B0A40B5,LAN-ZEE-STE-16,planvorming,ja,nee,nee,18.21,1.1,,58cf9aed-34b4-4eed-a934-ce050dc9a001  ,Gescheiden stelsel,POINT (175449.219000001 411575.156 0.0),78109B39-0DF4-4376-B5AD-68EA2B0A40B5,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
226,5348B9D5-687A-481C-9A73-78209FBBB426,LAN-SCH-ZUI-7,planvorming,nee,ja,nee,,,,5ccabc51-c498-4679-837a-18094c9e856e  ,Gemengd gerioleerdgebied,POINT (171540.153999999 417259.886000003 0.0),5348B9D5-687A-481C-9A73-78209FBBB426,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
227,CC080E50-1C84-438B-A33B-051BB830CA0F,LAN-SCH-BRU-5,planvorming,nee,ja,nee,,,,5ccabc51-c498-4679-837a-18094c9e856e  ,Gemengd gerioleerdgebied,POINT (171875.752999999 417270.588000001 0.0),CC080E50-1C84-438B-A33B-051BB830CA0F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
228,770BB225-AAAA-48AD-A7F6-F9C688C3A359,LAN-SCH-BRU-20,planvorming,nee,ja,nee,,,,86a667b5-2853-4fe9-b74d-7b72912610c9  ,Gemengd gerioleerdgebied,POINT (171553.903000001 417255.059000001 0.0),770BB225-AAAA-48AD-A7F6-F9C688C3A359,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
229,60751931-DC51-434F-BFCA-E9A04FC0F7A3,LAN-SCH-ZAN-19,planvorming,nee,ja,nee,,,,3e2f6241-c5c2-4212-96a3-70640f1e436c  ,Gemengd gerioleerdgebied,POINT (171432.552000001 417559.036999999 0.0),60751931-DC51-434F-BFCA-E9A04FC0F7A3,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
230,BAFCD634-5405-4BC9-B8BC-EC9C06B1CD26,LAN-SCH-ZAN-18,planvorming,None,None,None,,,,abbaf354-fd3f-43a5-b4b9-bb31089acb06  ,None,POINT (171182.041000001 417772.301999999 0.0),BAFCD634-5405-4BC9-B8BC-EC9C06B1CD26,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
231,D7E69832-FE99-430B-961D-61BCB01E3DBF,VEG-ERP-KER-32,planvorming,ja,nee,nee,10.66,2.4,,eaf837c7-b0c5-479f-8012-d4b977639edc  ,Gemengd gerioleerdgebied,POINT (169881.647 401023.753000001 0.0),D7E69832-FE99-430B-961D-61BCB01E3DBF,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
232,003A3192-D371-4CF0-9F15-C8E45B0378C7,HER-HER-CNR-187,planvorming,ja,nee,nee,3.69,3.75,,61d1e8a2-4cc4-4ed6-b628-739234ae35fc  ,Gemengd gerioleerdgebied,POINT (148783.75 412257.244000006 0.0),003A3192-D371-4CF0-9F15-C8E45B0378C7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
233,BADAE281-5EE5-4C16-8154-EA517BE2CC5B,HER-HER-VEE-184,planvorming,ja,nee,nee,4.12,3.0,,79845652-4d16-4889-b9dc-a8d9e69244e7  ,Gemengd gerioleerdgebied,POINT (148104.368999999 412367.585000001 0.0),BADAE281-5EE5-4C16-8154-EA517BE2CC5B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
234,51001C49-9168-45B0-8699-78645D546D5D,HER-HER-BIZ-184,planvorming,ja,nee,nee,4.73,1.5,,c100346a-7469-4257-ab33-3245cd68cdbb  ,Gemengd gerioleerdgebied,POINT (149383.800000001 410790.259 0.0),51001C49-9168-45B0-8699-78645D546D5D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
235,E7D3838C-16D3-4332-B7E9-E1C11A1ECC78,HER-HER-BIN-183,planvorming,ja,nee,nee,4.73,1.0,,c1e6bdd1-54d7-4a0c-b006-fa8affa5595c  ,Gemengd gerioleerdgebied,POINT (149787.272999998 410839.021000003 0.0),E7D3838C-16D3-4332-B7E9-E1C11A1ECC78,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
236,C945B2EC-7A90-498F-B8F2-8795FAE6B6BE,HER-HER-BRE-182,planvorming,ja,nee,nee,3.16,1.5,,6df6a841-6401-43cf-94d1-afb2452e3c26  ,Gemengd gerioleerdgebied,POINT (148975.919 411354.633999999 0.0),C945B2EC-7A90-498F-B8F2-8795FAE6B6BE,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
237,50A9870F-3EB9-49CF-85C9-C04EA8FE2AF8,HER-HER-AWN-181,planvorming,ja,nee,nee,3.2,1.0,,b0a79962-6cd5-40f7-b9d3-c8979f6faf0e  ,Verbeterd gescheiden stelsel,POINT (151592.390999999 411840.725000003 0.0),50A9870F-3EB9-49CF-85C9-C04EA8FE2AF8,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
238,D5004387-D217-468B-8258-76A3C662B294,GEL-MIE-XXX-4,planvorming,None,None,None,,,,None,None,POINT (172341.142000001 383485.067000006 0.0),D5004387-D217-468B-8258-76A3C662B294,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
239,868B8A5E-A317-4E97-AE9A-3A9E082356BF,GEL-MIE-XXX-3,planvorming,None,None,None,,,,None,None,POINT (171874.574000001 384214.158000001 0.0),868B8A5E-A317-4E97-AE9A-3A9E082356BF,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
240,AC2F85DA-47AF-4FBE-9EAD-1AC973062759,GEL-MIE-XXX-2,planvorming,None,None,None,,,,None,None,POINT (171954.208000001 384879.625000002 0.0),AC2F85DA-47AF-4FBE-9EAD-1AC973062759,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
241,6C455042-1B1D-418D-A1EC-7EA9D2E4E615,GEL-MIE-XXX-1,planvorming,None,None,None,,,,None,None,POINT (171022.230999999 384242.278000001 0.0),6C455042-1B1D-418D-A1EC-7EA9D2E4E615,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
242,6243E48B-142E-4DED-9033-C8C5B6F0C441,DEU-LIE-KER-39,planvorming,ja,nee,nee,27.8,1.0,,3bd27860-61e5-4f01-980b-bfa786b07c10  ,Gemengd gerioleerdgebied,POINT (185510.088 380766.005000002 0.0),6243E48B-142E-4DED-9033-C8C5B6F0C441,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
243,4150A004-59F6-4E18-8B43-73ECD38465C9,HEL-HEL-WWC-19,planvorming,nee,ja,nee,,,,c82d01c3-5dba-4581-8a64-46b629955839  ,Gemengd gerioleerdgebied,POINT (176328.905999999 388827.656 0.0),4150A004-59F6-4E18-8B43-73ECD38465C9,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
244,39195105-16B7-46C1-A25F-D69DFF20466D,HER-BRA-BRA-179,planvorming,ja,nee,nee,2.5,3.0,,6800b920-7a54-4654-8ff9-923401e07745  ,Verbeterd gescheiden stelsel,POINT (153570.261999998 410542.312000001 0.0),39195105-16B7-46C1-A25F-D69DFF20466D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
245,64AB69D7-A65C-4BBE-940E-79D05BF4EF12,HER-BRA-BRA-178,planvorming,ja,nee,nee,2.5,3.0,,6800b920-7a54-4654-8ff9-923401e07745  ,Verbeterd gescheiden stelsel,POINT (152937.228999998 410638.609000002 0.0),64AB69D7-A65C-4BBE-940E-79D05BF4EF12,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
246,5D199704-5750-4804-A18C-14FEEA252D2C,HER-BRA-BRA-177,planvorming,ja,nee,nee,2.5,3.0,,6800b920-7a54-4654-8ff9-923401e07745  ,Verbeterd gescheiden stelsel,POINT (152878.82 410660.710000001 0.0),5D199704-5750-4804-A18C-14FEEA252D2C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
247,EFD38837-CA7A-4547-B347-364969C42C11,HER-BRA-BRA-176,planvorming,ja,nee,nee,2.5,3.0,,6800b920-7a54-4654-8ff9-923401e07745  ,Verbeterd gescheiden stelsel,POINT (153107.721999999 411194.288000002 0.0),EFD38837-CA7A-4547-B347-364969C42C11,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
83,E1632276-CF43-4AF8-800C-9726EA047F43,AST-AST-IND-27,planvorming,ja,nee,nee,22.8,0.8,,76bdbe41-a34f-4e47-a160-1e84bd964924  ,Verbeterd gescheiden stelsel,POINT (180296.188000001 380901.686000002 0.0),E1632276-CF43-4AF8-800C-9726EA047F43,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
84,3BC8919B-A002-4094-A5E3-D25A79EC2D18,OSS-OSS-GEO-56,planvorming,ja,nee,nee,4.65,6.0,,14ef4dc4-b604-4fa0-b5fc-d13dd45d7ce3  ,Verbeterd gescheiden stelsel,POINT (166976.969000001 421059.813 0.0),3BC8919B-A002-4094-A5E3-D25A79EC2D18,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
85,C823F627-4FBA-45E1-BA57-720C4BCDCFCA,OSS-OSS-GEO-55,planvorming,ja,nee,nee,4.8,2.0,,14ef4dc4-b604-4fa0-b5fc-d13dd45d7ce3  ,Verbeterd gescheiden stelsel,POINT (167009.513999999 421484.728 0.0),C823F627-4FBA-45E1-BA57-720C4BCDCFCA,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
86,38245C8A-BB4D-4D24-9415-E369EE0B73C5,AST-AST-IND-25,planvorming,ja,nee,nee,22.8,2.5,,76bdbe41-a34f-4e47-a160-1e84bd964924  ,Verbeterd gescheiden stelsel,POINT (180446.256999999 380610.689000002 0.0),38245C8A-BB4D-4D24-9415-E369EE0B73C5,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
87,DA28D37D-7E30-41FA-9097-210BCB764AC8,AST-AST-IND-24,planvorming,ja,nee,nee,22.8,0.5,,76bdbe41-a34f-4e47-a160-1e84bd964924  ,Verbeterd gescheiden stelsel,POINT (180819.296 380640.49 0.0),DA28D37D-7E30-41FA-9097-210BCB764AC8,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
88,BF11EA2B-5064-49EA-BB13-442AFA351BE6,AST-AST-IND-26,planvorming,ja,nee,nee,22.8,1.5,,76bdbe41-a34f-4e47-a160-1e84bd964924  ,Verbeterd gescheiden stelsel,POINT (180468.886 380619.96 0.0),BF11EA2B-5064-49EA-BB13-442AFA351BE6,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
89,45510AA7-B677-4104-92F3-3B8D01A04158,HEL-HEL-BZO-85,planvorming,ja,nee,nee,19.35,5.5,,d31fc4df-c44a-4398-bbeb-869b54e17ea6  ,Verbeterd gescheiden stelsel,POINT (177098.471000001 383808.193000002 0.0),45510AA7-B677-4104-92F3-3B8D01A04158,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
90,5F489400-48CE-4442-8C77-51E58F79773B,HEL-HEL-BZO-84,planvorming,ja,nee,nee,19.35,5.5,,d31fc4df-c44a-4398-bbeb-869b54e17ea6  ,Verbeterd gescheiden stelsel,POINT (177088.982000001 383871.454999999 0.0),5F489400-48CE-4442-8C77-51E58F79773B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
