OBJECTID,GLOBAL,CODE,STATUSOBJECT,JNEXTERN,JNINTERN,JNRVZ,EXTERN_DR_HOOGTE,EXTERN_DR_BREEDTE,INTERN_BERGING_M3,RIOLERINGSGEBIEDID,TYPERGD,GEOMETRY,datakey,metadatakey
625,56D2EE21-ED5F-4C87-872F-6F8E12EE0145,HER-HER-BIZ-78,planvorming,ja,nee,nee,4.5,1.0,,c100346a-7469-4257-ab33-3245cd68cdbb  ,Gemengd gerioleerdgebied,POINT (148906.846000001 410863.495000002 0.0),56D2EE21-ED5F-4C87-872F-6F8E12EE0145,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
626,057A8A7C-BC19-43F4-8FDD-9443A0E3CC3A,CUI-BEE-WES-27,planvorming,ja,nee,ja,8.92,2.0,115.0,0d28fd28-b6e5-4a26-9b63-cacf91f079f8  ,Gemengd gerioleerdgebied,POINT (184599.482000001 415215.303 0.0),057A8A7C-BC19-43F4-8FDD-9443A0E3CC3A,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
627,05F0F420-EBF2-47E0-8F7E-57CBEF37B178,CUI-HAP-KER-29,planvorming,ja,nee,ja,9.8,5.0,305.0,9f030a68-93c6-4547-9f9d-fc3eed495574  ,Gemengd gerioleerdgebied,POINT (187606.164999999 411719.613000002 0.0),05F0F420-EBF2-47E0-8F7E-57CBEF37B178,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
628,D15D8CC8-5D14-4E1E-819D-7E0D739ED16A,VEG-VEG-SCN-47,planvorming,ja,nee,nee,9.35,4.0,,52096eed-7ca3-4a70-87f2-e34641f930f1  ,Verbeterd gescheiden stelsel,POINT (163191.487 403361.039000002 0.0),D15D8CC8-5D14-4E1E-819D-7E0D739ED16A,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
629,D741C122-BEEF-403E-8D1E-98CA9D1D90E0,VEG-VEG-DUI-66,planvorming,ja,nee,nee,8.72,2.56,,a0abbefc-3a7c-4f19-8a24-98216fcc3efd  ,Gemengd gerioleerdgebied,POINT (164010.927000001 402415.337000002 0.0),D741C122-BEEF-403E-8D1E-98CA9D1D90E0,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
630,563EBC0F-5A29-4767-BA6D-377BC04460C9,BOX-BEU-KER-2,planvorming,ja,nee,nee,12.200000000000001,1.5,,247be6cd-ae90-4fb3-bfc1-34aad6824d53  ,Gemengd gerioleerdgebied,POINT (193641.015000001 409514.192000003 0.0),563EBC0F-5A29-4767-BA6D-377BC04460C9,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
631,04CA6E9D-864B-4E79-84CF-D8220248D163,HER-HER-VEE-82,planvorming,ja,nee,ja,4.4,8.75,596.0,79845652-4d16-4889-b9dc-a8d9e69244e7  ,Gemengd gerioleerdgebied,POINT (148127.386999998 412771.935 0.0),04CA6E9D-864B-4E79-84CF-D8220248D163,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
632,EFD22466-7D7D-4CAB-B2D9-C3B9136A0149,OSS-OSS-STU-8,planvorming,ja,nee,nee,6.6000000000000005,3.0,,1a07982d-417d-44c5-88bd-43d4f6d8ec0b  ,Gemengd gerioleerdgebied,POINT (165196.357999999 418222.105000002 0.0),EFD22466-7D7D-4CAB-B2D9-C3B9136A0149,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
633,97A1147E-99AF-46A9-A9A3-D859F496ECEF,UDE-UDE-GOO-20,planvorming,ja,nee,nee,19.79,3.0,,99dc8f29-4d13-44aa-baa0-153a8db0181b  ,Verbeterd gescheiden stelsel,POINT (173619.0 407690.000000001 0.0),97A1147E-99AF-46A9-A9A3-D859F496ECEF,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
634,4CE53E56-B4D6-4E50-9F1D-F73210E94613,CUI-HAP-HOR-34,planvorming,ja,nee,nee,9.02,2.0,,9b89cdd9-81c5-4752-9f97-e14e6322fbeb  ,Gescheiden stelsel,POINT (187451.16 412229.391000001 0.0),4CE53E56-B4D6-4E50-9F1D-F73210E94613,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
635,4044546D-B030-423F-BD3A-78BB070DAD71,CUI-LIN-KER-23,planvorming,ja,nee,nee,8.55,0.9500000000000001,,98deef08-d1c2-49b1-9b06-e4ae03630c1c  ,Gemengd gerioleerdgebied,POINT (185482.931000002 417825.864999999 0.0),4044546D-B030-423F-BD3A-78BB070DAD71,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
636,5EF3CAA1-A345-4DBE-9140-3B5FCC0BA4D3,UDE-ODI-KER-2,planvorming,ja,nee,nee,20.72,1.6500000000000001,,e4754f9c-2e08-44a5-8dfb-98c29d56e5f8  ,Gemengd gerioleerdgebied,POINT (176564.884 406292.236000003 0.0),5EF3CAA1-A345-4DBE-9140-3B5FCC0BA4D3,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
637,1974CAF3-A2CD-4855-918B-FF4D15A67945,LAN-ZEE-STE-14,planvorming,ja,nee,nee,18.18,2.65,,58cf9aed-34b4-4eed-a934-ce050dc9a001  ,Gescheiden stelsel,POINT (175271.035999998 411541.302999999 0.0),1974CAF3-A2CD-4855-918B-FF4D15A67945,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
638,D1CC0773-1586-448D-B10A-6EFC46245B20,BER-HDI-KOM-23,planvorming,ja,nee,ja,7.09,4.5,525.0,5f17faf5-9d94-4b12-9bbb-9b43289e59ff  ,Gemengd gerioleerdgebied,POINT (160381.030000001 407232.270000001 0.0),D1CC0773-1586-448D-B10A-6EFC46245B20,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
639,B6F28A76-0D2E-4AA8-AC6A-F7D7FFC13D0F,HEU-VLI-HOB-57,planvorming,ja,nee,nee,1.9000000000000001,1.5,,5dd41aaa-7ec8-4815-a179-257233b84d85  ,Verbeterd gescheiden stelsel,POINT (140735.236000001 412440.493 0.0),B6F28A76-0D2E-4AA8-AC6A-F7D7FFC13D0F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
640,255E5813-9EAD-4176-99AA-1CEC1C6A4474,HER-HER-ZUI-41,planvorming,ja,nee,nee,3.5,3.36,,7128849f-5a0b-42e3-aaa9-739ba346eab9  ,Gemengd gerioleerdgebied,POINT (150011.851 410554.838 0.0),255E5813-9EAD-4176-99AA-1CEC1C6A4474,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
641,E0347EC4-DD37-43DC-B2F3-B3AFB507A475,LAA-MAR-IND-21,planvorming,ja,nee,nee,12.5,1.5,,d552fd8f-4e0e-4392-b2ed-48a0e47a6363  ,Gescheiden stelsel,POINT (168172.315000001 394642.510000003 0.0),E0347EC4-DD37-43DC-B2F3-B3AFB507A475,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
642,5F3DAAD6-C3BE-414E-A158-234EFA9B70E7,GEM-GEM-GED-5,planvorming,ja,nee,nee,16.05,2.0,,810a9608-33fc-49ac-a735-00ed31b88af4  ,Gemengd gerioleerdgebied,POINT (176531.202 396261.357000003 0.0),5F3DAAD6-C3BE-414E-A158-234EFA9B70E7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
643,FD8EE003-7F51-4B69-9F0C-90553129CEAF,BOE-BOE-LAG-8,planvorming,None,None,None,,,,f9e789fe-f91a-4092-8fdd-984e7ba04cbd  ,None,POINT (174869.835000001 402441.410999997 0.0),FD8EE003-7F51-4B69-9F0C-90553129CEAF,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
644,DBFDAA6F-CD5F-497B-A163-D23259B10981,BOX-BOX-ZUI-24,planvorming,ja,nee,ja,11.18,10.0,600.0,c54a2a13-0e51-4038-b1f5-5bf63fe847ec  ,Gemengd gerioleerdgebied,POINT (194627.987 406648.557000001 0.0),DBFDAA6F-CD5F-497B-A163-D23259B10981,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
645,5CA4B642-CDCE-4ABB-A1AA-D4CDC252A4E1,GRA-GRA-EST-8,planvorming,ja,nee,nee,7.75,12.0,,8ca2e6a2-22bb-4917-b799-1d473e0b51fe  ,Gemengd gerioleerdgebied,POINT (179595.853999998 418207.265000002 0.0),5CA4B642-CDCE-4ABB-A1AA-D4CDC252A4E1,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
646,C6BA4D0D-158C-4873-B276-D643B68C8709,HEU-DRU-BEE-12,planvorming,ja,nee,nee,2.22,10.8,,90d4e062-9b99-4348-8214-5160e4074425  ,Gemengd gerioleerdgebied,POINT (136325.574000001 410494.136999999 0.0),C6BA4D0D-158C-4873-B276-D643B68C8709,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
647,36280160-280E-495A-97B2-B9F62A38CBC9,BER-NIS-CEN-18,planvorming,ja,nee,nee,10.9,3.0,,fdd69f5b-c5f4-402d-ab5f-0d86d6a5091e  ,Gemengd gerioleerdgebied,POINT (167339.300999999 412145.148999999 0.0),36280160-280E-495A-97B2-B9F62A38CBC9,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
648,36A11357-9A17-4292-B4B5-75D013235365,OSS-DEU-DEU-35,planvorming,ja,nee,nee,6.05,1.0,,165b1c6b-98fe-4e4b-a1f3-204df3949183  ,Gemengd gerioleerdgebied,POINT (171776.681000002 423754.658000002 0.0),36A11357-9A17-4292-B4B5-75D013235365,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
649,902CD42F-CC31-4920-B628-FD0CC41AA482,BOX-BOX-SAX-22,planvorming,ja,nee,ja,13.0,15.0,750.0,75385caf-cea3-44f2-84e1-f4c72368c706  ,Gemengd gerioleerdgebied,POINT (192613.030000001 405729.534000003 0.0),902CD42F-CC31-4920-B628-FD0CC41AA482,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
650,AC95F44A-C336-48BE-96DF-DAC639B17CB1,OSS-BER-KER-26,planvorming,ja,nee,nee,6.2,2.0,,44e0eb75-a85a-4b88-ae4e-d56ba15ab46e  ,Gemengd gerioleerdgebied,POINT (167370.409000002 420775.333000003 0.0),AC95F44A-C336-48BE-96DF-DAC639B17CB1,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
651,C04B4191-C52F-497B-BBC1-EC2B8ADB9885,HEU-DRU-SAP-1,planvorming,None,None,None,,,,5b6099fb-256f-4df6-9a82-8235a195e8aa  ,None,POINT (138566.936000001 411351.042 0.0),C04B4191-C52F-497B-BBC1-EC2B8ADB9885,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
652,4616CEDD-FC62-4AFE-90D4-71431EDA88B1,BOX-OEF-KOM-17,planvorming,ja,nee,nee,11.48,3.0,,abff6f2c-6fcc-4130-af6f-69b384f9bc9c  ,Gemengd gerioleerdgebied,POINT (193114.530000001 412223.704000002 0.0),4616CEDD-FC62-4AFE-90D4-71431EDA88B1,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
653,DDEB5F19-46CF-4AAD-9F9F-983A1BCCEF96,VEG-VEG-VEN-01,planvorming,None,None,None,,,,4ff87103-46ca-4c56-8b36-e996e345491e  ,None,POINT (166091.734000001 404306.769000005 0.0),DDEB5F19-46CF-4AAD-9F9F-983A1BCCEF96,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
654,A488C3AF-A5EC-46F4-8F36-5830D7BF33E3,MAA-GEF-PAP-5,planvorming,ja,nee,nee,4.6000000000000005,1.0,,b98f6667-c25d-49a8-89b0-42b534b24958  ,Gemengd gerioleerdgebied,POINT (160249.850000001 416050.113000003 0.0),A488C3AF-A5EC-46F4-8F36-5830D7BF33E3,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
655,934985CF-5BA2-44E3-81AE-4A2B533BA763,VEG-VEG-BEU-21,planvorming,ja,nee,nee,9.1,1.0,,249c34e8-f366-4256-94cf-1f49e56a9a4a  ,Verbeterd gescheiden stelsel,POINT (166715.879999999 402966.670000002 0.0),934985CF-5BA2-44E3-81AE-4A2B533BA763,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
656,6A4EF5F3-C078-4161-B873-1FA92BC33814,LIT-LIT-WAR-6,planvorming,ja,nee,nee,3.95,1.4000000000000001,,3df5da34-f462-40f7-9bb5-39a15be5ca02  ,Verbeterd gescheiden stelsel,POINT (157343.673999999 424442.601000001 0.0),6A4EF5F3-C078-4161-B873-1FA92BC33814,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
657,973F6B80-FFE4-430A-89B6-6B311B0DCDB7,OSS-MEG-KER-31,planvorming,ja,nee,nee,5.7,3.5,,978af4f9-77e5-4e3c-a9e4-dcd5cb8a46c1  ,Gemengd gerioleerdgebied,POINT (166664.353999998 425543.083 0.0),973F6B80-FFE4-430A-89B6-6B311B0DCDB7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
658,BA92E79B-96B2-4654-BCAD-F84C9423D0DB,VEG-VEG-ZUI-15,planvorming,ja,nee,nee,8.9,4.95,,67769d90-749d-441b-8b2c-d9f0db3578a4  ,Gemengd gerioleerdgebied,POINT (165972.434999999 402515.033000003 0.0),BA92E79B-96B2-4654-BCAD-F84C9423D0DB,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
659,9D69A296-7EF1-4381-83E9-CFE63EAB49F7,OSS-OSS-MET-25,planvorming,ja,nee,nee,4.3,2.24,,35c52ae9-5c05-45b2-bcb6-fb6e507ede80  ,Verbeterd gescheiden stelsel,POINT (163253.98 421328.711000001 0.0),9D69A296-7EF1-4381-83E9-CFE63EAB49F7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
660,40431263-C638-488C-B463-B54155C80516,GRA-GRA-KER-4,planvorming,ja,nee,ja,9.0,15.0,700.0,1571ed41-2992-4765-ae4f-94fe47c843d4  ,Gemengd gerioleerdgebied,POINT (178933.892000001 419182.991000002 0.0),40431263-C638-488C-B463-B54155C80516,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
661,42AAEC7B-1968-42AB-9C66-5B052D820B35,GEM-MOR-KER-17,planvorming,ja,nee,ja,17.56,3.0,90.0,2fefe5ef-f8b1-4986-bf50-ae0b50f1e572  ,Gemengd gerioleerdgebied,POINT (177058.177999999 394629.338000003 0.0),42AAEC7B-1968-42AB-9C66-5B052D820B35,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
662,6A3BFED9-296B-4598-86B6-19EB077CE592,BOX-BOX-SAM-25,planvorming,ja,nee,ja,12.5,2.91,295.0,33ea6c1d-6f3b-46f5-b69f-66813fbca88d  ,Gemengd gerioleerdgebied,POINT (195428.528000001 405611.871000001 0.0),6A3BFED9-296B-4598-86B6-19EB077CE592,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
663,90B01777-9C16-4556-B382-842A251C5573,UDE-ODI-KER-1,planvorming,ja,nee,nee,20.31,2.7600000000000002,,e4754f9c-2e08-44a5-8dfb-98c29d56e5f8  ,Gemengd gerioleerdgebied,POINT (177378.050000001 406365.899999998 0.0),90B01777-9C16-4556-B382-842A251C5573,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
664,A0BF8829-DFA1-4ECA-A288-330D70CAD572,HEL-STI-KER-93,planvorming,ja,nee,nee,16.11,2.0,,cb6a0555-0a56-4f7a-aad9-3b1e432a7287  ,Gemengd gerioleerdgebied,POINT (170272.725000002 389274.465999998 0.0),A0BF8829-DFA1-4ECA-A288-330D70CAD572,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
665,CA723FDD-D1F0-4637-BBBA-7840D7D9C1B2,HER-HER-KRU-107,planvorming,ja,nee,nee,2.05,4.0,,c5b8cf21-8db8-40a0-a902-c1dea4a5a8a4  ,Gemengd gerioleerdgebied,POINT (146376.901000001 412297.921999999 0.0),CA723FDD-D1F0-4637-BBBA-7840D7D9C1B2,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
666,697E297D-FA78-483D-AB36-12AB91051C97,HER-HER-BIN-64,planvorming,ja,nee,nee,4.0200000000000005,6.2,,c1e6bdd1-54d7-4a0c-b006-fa8affa5595c  ,Gemengd gerioleerdgebied,POINT (149267.488000002 411600.497000003 0.0),697E297D-FA78-483D-AB36-12AB91051C97,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
667,DC6971BE-B472-4805-93E9-C8CD99F62EB1,HER-EMP-OOS-6,planvorming,ja,nee,nee,2.6,1.0,,35260afe-bb5c-40c2-ba74-c28bef9ccc57  ,Verbeterd gescheiden stelsel,POINT (151351.191 415942.613999999 0.0),DC6971BE-B472-4805-93E9-C8CD99F62EB1,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
668,E4F4EDC8-2438-468F-A9C8-47910D75548C,HEU-HAA-HOE-41,planvorming,ja,nee,nee,1.07,1.0,,0062cbc8-6356-4378-8212-c4f6edf156c0  ,Gemengd gerioleerdgebied,POINT (140504.820999999 413447.721999998 0.0),E4F4EDC8-2438-468F-A9C8-47910D75548C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
669,58C178D2-1CA6-4DEE-BBC6-E9E14AF6AC5E,GEM-GEM-BRE-9,planvorming,ja,nee,nee,15.4,2.5,,8a71830c-28c5-4622-a32b-405f4cbcd234  ,Verbeterd gescheiden stelsel,POINT (176345.602000002 395573.665 0.0),58C178D2-1CA6-4DEE-BBC6-E9E14AF6AC5E,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
670,28F90000-6E26-4472-B00B-2201580DC8CF,CUI-HAP-ZOE-31,planvorming,ja,nee,nee,10.200000000000001,0.2,,8ccb27ae-677b-45e1-8d3c-02818883ac21  ,Gemengd gerioleerdgebied,POINT (187620.508000001 410806.742 0.0),28F90000-6E26-4472-B00B-2201580DC8CF,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
671,3C63FC88-ACCD-4E5E-8BD0-24E5F61A44A8,HER-HER-BOZ-83,planvorming,ja,nee,nee,4.0,1.0,,c6bc3603-c914-4590-ac5e-462c7018f7be  ,Gemengd gerioleerdgebied,POINT (148057.712000001 410952.434000003 0.0),3C63FC88-ACCD-4E5E-8BD0-24E5F61A44A8,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
672,D2BCB39B-76AE-4F7B-A372-95D872668D01,LAA-AAR-OPS-3,planvorming,ja,nee,ja,14.07,6.0,283.0,bf701c6a-da4f-474c-839b-1a0c842c7062  ,Gemengd gerioleerdgebied,POINT (173234.471000001 391589.901000001 0.0),D2BCB39B-76AE-4F7B-A372-95D872668D01,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
673,05D4F36E-1032-4445-BB95-45907EDE32DC,SCH-SCH-PLE-15,planvorming,ja,nee,nee,8.09,4.16,,3ee9d5e4-c25c-4a43-bd09-107d6db3dd31  ,Gemengd gerioleerdgebied,POINT (158397.785999998 402672.603000001 0.0),05D4F36E-1032-4445-BB95-45907EDE32DC,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
674,C12C0873-5EB9-469A-BD67-DCDBF244FB53,HEU-VLI-NIE-47,planvorming,ja,nee,ja,2.41,11.200000000000001,840.0,664a9562-d2f6-49c7-ab26-582d75ff5590  ,Gemengd gerioleerdgebied,POINT (142368.155000001 410843.929000001 0.0),C12C0873-5EB9-469A-BD67-DCDBF244FB53,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
675,F9D34FAB-0138-45BE-B304-55B938443C38,HER-HER-HII-72,planvorming,ja,nee,nee,3.3200000000000003,1.0,,8f9249cf-85b4-4a78-8867-676b6dd36283  ,Gemengd gerioleerdgebied,POINT (149727.068999998 411186.647000003 0.0),F9D34FAB-0138-45BE-B304-55B938443C38,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
676,E6888F17-6410-44E6-B574-F1E33184BC4B,VEG-VEG-AME-41,planvorming,ja,nee,nee,7.8,3.0,,a2575457-ec01-4a5f-87e6-821efabae39a  ,Verbeterd gescheiden stelsel,POINT (163647.842999999 404005.511999998 0.0),E6888F17-6410-44E6-B574-F1E33184BC4B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
677,13F3F71F-0E84-433F-864E-B083775079F4,HEL-HEL-CEN-1,planvorming,ja,nee,ja,15.25,34.75,3000.0,0d0ef551-22d0-414b-a9d8-84080d2d21d6  ,Gemengd gerioleerdgebied,POINT (173442.77 389742.234999999 0.0),13F3F71F-0E84-433F-864E-B083775079F4,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
678,D9B201FD-0DBA-4398-A9E4-FFCD878E8FCE,BOX-MAA-KER-10,planvorming,ja,nee,ja,15.5,2.0,50.0,57c68114-43ca-4558-985f-b0bb1e8de039  ,Gemengd gerioleerdgebied,POINT (199956.704 398429.18 0.0),D9B201FD-0DBA-4398-A9E4-FFCD878E8FCE,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
679,8B3111FB-C339-48BC-BA03-D219392E094C,DEU-DEU-CEN-13,planvorming,ja,nee,ja,23.1,9.0,850.0,3003b349-d04d-4e94-acfa-2e33261ecb14  ,Gemengd gerioleerdgebied,POINT (182267.138 385788.103000002 0.0),8B3111FB-C339-48BC-BA03-D219392E094C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
680,94D3E057-2CB1-422E-B5D0-320F0998F40C,OSS-OSS-HZB-3,planvorming,ja,nee,ja,3.49,13.8,1677.0,2d6cc5d8-aa4e-4d34-b511-78a6bdf93b47  ,Gemengd gerioleerdgebied,POINT (162021.269000001 420385.956000002 0.0),94D3E057-2CB1-422E-B5D0-320F0998F40C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
681,8866C783-4932-4E71-8067-54CC24BC2BB2,MAA-NUL-GAF-7,planvorming,ja,nee,ja,3.85,4.5,495.0,e6e1bafe-bb7f-47a0-a2a7-21d223a955b4  ,Gemengd gerioleerdgebied,POINT (158751.987 415106.367 0.0),8866C783-4932-4E71-8067-54CC24BC2BB2,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
682,951E75E8-4FDB-4A94-AB55-ABD623AF0C18,GRA-GRA-MAR-3,planvorming,ja,nee,nee,7.3500000000000005,8.0,,57cc5705-94c0-4203-9807-20ab6a83b7c3  ,Gemengd gerioleerdgebied,POINT (178831.993999999 419286.556000005 0.0),951E75E8-4FDB-4A94-AB55-ABD623AF0C18,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
683,13300AED-06EC-4BB0-9596-D5FC100EBA4E,DEU-HEL-KER-5,planvorming,ja,nee,nee,31.45,1.0,,cd2de096-7b7b-45ca-93ea-01bde7c113ff  ,Gemengd gerioleerdgebied,POINT (191685.107999999 377920.255000001 0.0),13300AED-06EC-4BB0-9596-D5FC100EBA4E,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
684,6A4DBE70-8222-4C77-B2A3-C9E2B53F0964,SCH-SCH-PLE-16,planvorming,ja,nee,nee,8.09,5.5,,3ee9d5e4-c25c-4a43-bd09-107d6db3dd31  ,Gemengd gerioleerdgebied,POINT (158770.688000001 402480.105000001 0.0),6A4DBE70-8222-4C77-B2A3-C9E2B53F0964,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
685,C61553D5-D163-45F4-A5A8-6B44A1B04D97,HEL-HEL-GAN-41,planvorming,ja,nee,nee,16.5,4.0,,54c64a16-3612-46e7-b2c7-bc2d0b8d553b  ,Gemengd gerioleerdgebied,POINT (173151.598000001 386618.422 0.0),C61553D5-D163-45F4-A5A8-6B44A1B04D97,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
686,4EEF07E7-4A04-4420-BE05-3049D807CA70,HER-ENG-HOO-172,planvorming,ja,nee,nee,2.4,1.03,,b8470378-134d-4142-b5b2-0e10be094795  ,Verbeterd gescheiden stelsel,POINT (146451.449000001 415156.666000002 0.0),4EEF07E7-4A04-4420-BE05-3049D807CA70,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
687,2DD0C2EE-02C0-45B8-A41F-813619E7DA02,OSS-MEG-KER-32,planvorming,ja,nee,nee,5.4,3.25,,978af4f9-77e5-4e3c-a9e4-dcd5cb8a46c1  ,Gemengd gerioleerdgebied,POINT (166919.041999999 425084.951000002 0.0),2DD0C2EE-02C0-45B8-A41F-813619E7DA02,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
688,4DE93E77-9751-471D-8332-EC01596C5CF8,STA-WAN-KOM-5,planvorming,ja,nee,nee,12.4,2.0,,56d78721-98d6-4d19-bd93-7b94be746820  ,Gemengd gerioleerdgebied,POINT (185715.897 407537.366000002 0.0),4DE93E77-9751-471D-8332-EC01596C5CF8,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
689,A7EBACDF-835B-4574-99DC-5553A2F2E10D,OSS-HER-WIL-43,planvorming,ja,nee,nee,6.4,1.0,,7027ed8a-b824-4d80-9682-b0bcfd0c55d5  ,Verbeterd gescheiden stelsel,POINT (172468.096000001 420543.301000002 0.0),A7EBACDF-835B-4574-99DC-5553A2F2E10D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
1,EC70B14C-21C3-42FC-8C33-509403BD207F,HER-HER-MAA-141,planvorming,ja,nee,nee,2.5,4.26,,07e4a747-c19f-4c09-9522-e0699414c60a  ,Gemengd gerioleerdgebied,POINT (149627.923 415237.750999999 0.0),EC70B14C-21C3-42FC-8C33-509403BD207F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
2,DA168342-998B-4BE6-85FA-5570EE2736CC,SCH-SCH-BOR-12,planvorming,ja,nee,nee,7.13,5.96,,929b8ff1-8b15-4788-b14f-ceb0691a296b  ,Gemengd gerioleerdgebied,POINT (157680.340999998 402933.649 0.0),DA168342-998B-4BE6-85FA-5570EE2736CC,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
3,9AE910D9-1EB9-4812-A682-9801566B648F,STA-LAN-KER-11,planvorming,ja,nee,ja,21.400000000000002,2.5,71.0,62fc916b-f769-4396-917b-e14df0ce8d3b  ,Gemengd gerioleerdgebied,POINT (183184.383000001 403626.64 0.0),9AE910D9-1EB9-4812-A682-9801566B648F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
4,411C12DF-6B52-42ED-8DD1-6A86C6118DC0,DEU-DEU-WES-16,planvorming,ja,nee,nee,23.1,1.5,,facca6be-7569-435b-a735-2b254bbbb639  ,Verbeterd gescheiden stelsel,POINT (181760.510000002 386231.971000005 0.0),411C12DF-6B52-42ED-8DD1-6A86C6118DC0,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
5,D5303F4E-4962-43AA-B167-AB4A214930C4,VEG-VEG-VEN-04,planvorming,None,None,None,,,,4ff87103-46ca-4c56-8b36-e996e345491e  ,None,POINT (166745.585000001 404577.403000002 0.0),D5303F4E-4962-43AA-B167-AB4A214930C4,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
6,791F368B-D67C-4200-95FD-7197DDDAA59D,GEM-BAK-HAG-25,planvorming,ja,nee,ja,18.98,3.5,120.0,91b4e47a-ebb7-4889-b033-0ea75ea3389c  ,Gemengd gerioleerdgebied,POINT (179021.477000002 389819.798000002 0.0),791F368B-D67C-4200-95FD-7197DDDAA59D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
7,2F5A68BF-E6D5-4D8E-A91D-D84340DEA68F,HER-ROS-HIR-33,planvorming,ja,nee,nee,2.18,1.6,,f82c4487-328a-4e24-95b3-5ec20ad65eb5  ,Verbeterd gescheiden stelsel,POINT (151889.611000001 413086.907000004 0.0),2F5A68BF-E6D5-4D8E-A91D-D84340DEA68F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
8,6970B409-6D11-4A23-92A3-C80C25A3DE8F,HER-HER-AAW-51,planvorming,ja,nee,nee,5.0,2.86,,fb8affd5-e0f0-4084-89ba-c7e31f1f83e1  ,Gemengd gerioleerdgebied,POINT (151117.798 411547.326000001 0.0),6970B409-6D11-4A23-92A3-C80C25A3DE8F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
