OBJECTID,CODE,DOORSTROOMBREEDTE,LAAGSTEDOORSTROOMHOOGTE,HOOGSTEDOORSTROOMHOOGTE,HOOGTECONSTRUCTIE,STATUSLEGGERWATERSYSTEEM,STATUSLEGGERWATERVEILIGHEID,INDICATOR,GEOMETRY,datakey,metadatakey
1484,217B,5.3500000000000005,5.66,7.13,7.24,Vastgesteld,Niet van toepassing,L,POINT (160917.219000001 405318.388),217B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1485,114DDS,1.25,18.89,19.830000000000002,20.13,Vastgesteld,Niet van toepassing,L,POINT (187897.122000001 400078.375),114DDS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1486,221BOT,0.19,5.88,6.08,6.44,Vastgesteld,Niet van toepassing,L,POINT (162141.552999999 405690.25),221BOT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1487,114CXL,0.6,19.31,20.04,20.02,Vastgesteld,Niet van toepassing,L,POINT (187077.129999999 400984.603),114CXL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1488,AKW839c,2.5,-1.3,0.9,6.9,Vastgesteld,Vastgesteld,L,POINT (146984.443999998 416045.112),AKW839c,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1489,217RSW,1.5,12.530000000000001,13.36,13.42,Vastgesteld,Niet van toepassing,L,POINT (167419.1864 394932.905099999),217RSW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1490,234PRK,4.9,14.200000000000001,14.21,14.31,Vastgesteld,Niet van toepassing,L,POINT (171232.3794 389939.826200001),234PRK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1491,261BFA,0.5,21.75,22.5,22.51,Vastgesteld,Niet van toepassing,L,POINT (181386.454 385027.956999999),261BFA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1492,261CO,0.79,27.8,28.64,29.21,Vastgesteld,Niet van toepassing,L,POINT (187198.870999999 384452.934999999),261CO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1493,261CTE,1.0,27.650000000000002,28.400000000000002,28.87,Vastgesteld,Niet van toepassing,L,POINT (186168.394000001 384333.993000001),261CTE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1494,261CC,3.95,19.56,20.67,21.02,Vastgesteld,Niet van toepassing,L,POINT (179907.374000002 387804.473000001),261CC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1495,275HC,3.5,27.75,27.75,29.310000000000002,Vastgesteld,Niet van toepassing,L,POINT (188072.866999999 379458.537000001),275HC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1496,275N,1.8,29.43,30.27,30.830000000000002,Vastgesteld,Niet van toepassing,L,POINT (188416.510000002 374361.291999999),275N,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1497,280BC,0.98,23.09,23.81,24.07,Vastgesteld,Niet van toepassing,L,POINT (176834.322000001 378531.105),280BC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1498,280G,1.96,23.5,24.85,25.240000000000002,Vastgesteld,Niet van toepassing,L,POINT (177109.081999999 376064.401000001),280G,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1499,287D,3.7,23.28,24.35,24.96,Vastgesteld,Niet van toepassing,L,POINT (182286.706999999 377657.986000001),287D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1500,287DB,0.86,24.01,24.82,25.560000000000002,Vastgesteld,Niet van toepassing,L,POINT (183399.666000001 377271.43),287DB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1501,287GB,0.86,27.18,28.1,28.18,Vastgesteld,Niet van toepassing,L,POINT (187283.009 376026.945999999),287GB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1502,107PMC,1.0,10.34,10.950000000000001,11.61,Vastgesteld,Niet van toepassing,L,POINT (181990.947999999 411559.021000002),107PMC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1503,280AB,1.1,21.03,21.650000000000002,22.240000000000002,Vastgesteld,Niet van toepassing,L,POINT (175746.403000001 380264.423999999),280AB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1504,251CP,5.8,24.240000000000002,24.38,24.36,Vastgesteld,Niet van toepassing,L,POINT (182712.82 395018.284000002),251CP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1505,251JFB,0.6,22.66,23.22,23.77,Vastgesteld,Niet van toepassing,L,POINT (182760.899999999 397261.420000002),251JFB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1506,108NOS,2.22,6.92,8.07,8.48,Vastgesteld,Niet van toepassing,L,POINT (180785.138 414919.932),108NOS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1507,104F,2.0,4.5600000000000005,5.61,5.98,Vastgesteld,Niet van toepassing,L,POINT (169943.16 421696.373),104F,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1508,108DV,1.75,12.16,13.11,13.3,Vastgesteld,Niet van toepassing,L,POINT (186260.278999999 407421.456999999),108DV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1509,108HCS,1.0,9.35,10.02,10.3,Vastgesteld,Niet van toepassing,L,POINT (183207.48 411020.146000002),108HCS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1510,117LDA,2.0,1.99,2.91,3.33,Vastgesteld,Niet van toepassing,L,POINT (143662.192000002 409463.028000001),117LDA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1511,251JD,1.4000000000000001,20.5,21.55,21.96,Vastgesteld,Niet van toepassing,L,POINT (178820.774999999 398037.706),251JD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1512,116GZG,1.5,1.1500000000000001,2.65,2.98,Vastgesteld,Niet van toepassing,L,POINT (149338.350000001 411227.517000001),116GZG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1513,201O,8.0,19.7,21.23,21.34,Vastgesteld,Niet van toepassing,L,POINT (176965.798999999 381109.868999999),201O,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1514,202A,2.95,1.75,2.88,3.47,Vastgesteld,Niet van toepassing,L,POINT (153038.482999999 411356.864),202A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1515,251K,1.98,19.86,20.93,20.95,Vastgesteld,Niet van toepassing,L,POINT (178957.899999999 397107.75),251K,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1516,204BL,1.47,5.07,6.17,6.58,Vastgesteld,Niet van toepassing,L,POINT (162989.072999999 414575.309),204BL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1517,204ECB,0.75,7.53,8.5,8.75,Vastgesteld,Niet van toepassing,L,POINT (165854.837499999 413672.8081),204ECB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1518,204FE,0.75,9.51,10.27,10.51,Vastgesteld,Niet van toepassing,L,POINT (167530.796 410089.728),204FE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1519,204FN,1.0,14.24,14.950000000000001,15.24,Vastgesteld,Niet van toepassing,L,POINT (169775.185600001 409983.798099998),204FN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1520,204FQ,0.72,16.04,16.990000000000002,17.02,Vastgesteld,Niet van toepassing,L,POINT (170557.734999999 410639.111000001),204FQ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1521,204HB,0.9,8.56,9.47,9.85,Vastgesteld,Niet van toepassing,L,POINT (166468.219999999 412971.951000001),204HB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1522,251LAA,2.5,20.63,21.82,22.22,Vastgesteld,Niet van toepassing,L,POINT (180427.166999999 396457.006000001),251LAA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1523,211HG,1.0,11.46,11.950000000000001,11.97,Vastgesteld,Niet van toepassing,L,POINT (168752.096000001 408634.443),211HG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1524,211KD,0.72,13.42,14.370000000000001,14.41,Vastgesteld,Niet van toepassing,L,POINT (172714.662999999 405280.443999998),211KD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1525,211MYA,0.72,19.23,20.22,20.22,Vastgesteld,Niet van toepassing,L,POINT (177009.778999999 402705.293000001),211MYA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1526,117MR,3.5,0.34,1.92,2.32,Vastgesteld,Niet van toepassing,L,POINT (144555.004000001 412889.866),117MR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1527,104CS,1.0,4.24,5.15,5.59,Vastgesteld,Niet van toepassing,L,POINT (167851.953000002 422344.256999999),104CS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1528,107HB,0.75,19.87,20.63,20.8,Vastgesteld,Niet van toepassing,L,POINT (181723.756000001 402826.785),107HB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1529,234FJ,0.81,16.13,17.04,17.3,Vastgesteld,Niet van toepassing,L,POINT (173613.809 384824.083999999),234FJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1530,248H,1.42,16.39,17.92,18.13,Vastgesteld,Niet van toepassing,L,POINT (176351.287 399505.719999999),248H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1531,248KA,1.5,20.86,21.94,22.34,Vastgesteld,Niet van toepassing,L,POINT (179843.875599999 399312.6712),248KA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1532,107P09,6.83,16.34,17.41,17.71,Vastgesteld,Niet van toepassing,L,POINT (179477.570999999 407447.822999999),107P09,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1533,251C,4.0,11.58,11.58,13.39,Vastgesteld,Niet van toepassing,L,POINT (174402.951000001 397984.521000002),251C,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1534,107P10,6.83,17.53,18.63,18.7,Vastgesteld,Niet van toepassing,L,POINT (179703.463 406252.101),107P10,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1535,251M,2.9,21.19,22.47,22.77,Vastgesteld,Niet van toepassing,L,POINT (181096.032000002 396608.896000002),251M,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1536,253G,4.0,15.94,15.950000000000001,16.63,Vastgesteld,Niet van toepassing,L,POINT (176376.544 392927.84),253G,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1537,245E,0.85,16.48,17.240000000000002,17.490000000000002,Vastgesteld,Niet van toepassing,L,POINT (175460.276000001 400816.298),245E,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1538,248AA,0.73,12.47,13.18,13.46,Vastgesteld,Niet van toepassing,L,POINT (174037.833999999 399589.157000002),248AA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1539,251JDA,0.6,21.43,22.17,22.5,Vastgesteld,Niet van toepassing,L,POINT (180714.534000002 398243.493999999),251JDA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1540,253LH,1.0,22.580000000000002,22.89,23.18,Vastgesteld,Niet van toepassing,L,POINT (181049.927000001 390955.322000001),253LH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1541,108BD,0.75,19.37,19.87,20.22,Vastgesteld,Niet van toepassing,L,POINT (183783.441 404878.995999999),108BD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1542,261BHA,0.72,22.11,23.11,23.13,Vastgesteld,Niet van toepassing,L,POINT (181472.745000001 384325.390999999),261BHA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1543,261BK,3.46,23.990000000000002,25.080000000000002,25.28,Vastgesteld,Niet van toepassing,L,POINT (183370.368000001 382804.066),261BK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1544,261JF,0.49,25.36,26.32,26.77,Vastgesteld,Niet van toepassing,L,POINT (185640.120999999 390580.528000001),261JF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1545,261M,1.45,25.77,27.02,27.25,Vastgesteld,Niet van toepassing,L,POINT (186520.802999999 390414.829999998),261M,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1546,279E,2.25,21.56,22.69,22.97,Vastgesteld,Niet van toepassing,L,POINT (180091.872000001 381022.820999999),279E,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1547,292BA,0.73,25.95,26.87,26.89,Vastgesteld,Niet van toepassing,L,POINT (182777.144000001 374371.910999998),292BA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1548,251CM,0.8,20.85,21.42,21.66,Vastgesteld,Niet van toepassing,L,POINT (179206.826000001 394495.017000001),251CM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1549,108CA,1.25,13.74,14.47,14.700000000000001,Vastgesteld,Niet van toepassing,L,POINT (185868.778000001 406316.228999998),108CA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1550,108CR,0.75,16.38,17.04,17.28,Vastgesteld,Niet van toepassing,L,POINT (183790.309999999 406604.756999999),108CR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1551,108FB,1.4000000000000001,9.69,10.41,11.15,Vastgesteld,Niet van toepassing,L,POINT (187985.324000001 409949.140999999),108FB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1552,108HUL,3.1,9.870000000000001,11.15,11.65,Vastgesteld,Niet van toepassing,L,POINT (187298.699000001 408348.806000002),108HUL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1553,117MRB,2.0,1.59,2.35,2.71,Vastgesteld,Niet van toepassing,L,POINT (145845.193999998 414450.612),117MRB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1554,205DAA,0.78,3.48,4.38,4.89,Vastgesteld,Niet van toepassing,L,POINT (156302.046999998 411043.712000001),205DAA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1555,294D,2.2600000000000002,24.61,25.650000000000002,26.41,Vastgesteld,Niet van toepassing,L,POINT (179052.754799999 373145.296700001),294D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1556,234ED,1.0,15.73,16.81,17.18,Vastgesteld,Niet van toepassing,L,POINT (170854.353 385130.412),234ED,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1557,261BIR,3.35,24.560000000000002,24.55,24.57,Vastgesteld,Niet van toepassing,L,POINT (183324.392999999 384214.653999999),261BIR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1558,104FYA,0.31,7.930000000000001,8.21,8.22,Vastgesteld,Niet van toepassing,L,POINT (171989.859000001 418305.177000001),104FYA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1559,104FIW,1.0,7.9,8.44,8.44,Vastgesteld,Niet van toepassing,L,POINT (175909.912 417678.208999999),104FIW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1560,102CRS,2.99,1.26,2.84,3.21,Vastgesteld,Niet van toepassing,L,POINT (150036.412999999 414993.897),102CRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1561,103KCS,1.0,3.5700000000000003,4.38,4.41,Vastgesteld,Niet van toepassing,L,POINT (160585.890000001 417687.849),103KCS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1562,104FXU,1.98,6.97,6.97,7.54,Vastgesteld,Niet van toepassing,L,POINT (172163.16 418877.346000001),104FXU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1563,114DNZ,0.89,18.57,19.47,20.62,Vastgesteld,Niet van toepassing,L,POINT (190409.223999999 400588.118000001),114DNZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1564,201T,4.0,25.1,26.26,26.71,Vastgesteld,Niet van toepassing,L,POINT (180680.184999999 372568.956999999),201T,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1565,204HE,1.01,8.48,8.49,9.31,Vastgesteld,Niet van toepassing,L,POINT (166344.081 413402.331),204HE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1566,211HH,0.6,14.1,15.120000000000001,15.120000000000001,Vastgesteld,Niet van toepassing,L,POINT (169831.397999998 408799.294),211HH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1567,211HK,1.75,16.31,16.69,17.45,Vastgesteld,Niet van toepassing,L,POINT (171131.607000001 409478.368000001),211HK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1568,211LL,0.98,12.280000000000001,13.01,13.200000000000001,Vastgesteld,Niet van toepassing,L,POINT (172932.285 403517.221000001),211LL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1569,211LM,0.97,12.97,13.48,13.790000000000001,Vastgesteld,Niet van toepassing,L,POINT (173302.91 403596.605),211LM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1570,211MLA,0.9,20.11,21.25,21.25,Vastgesteld,Niet van toepassing,L,POINT (178857.677000001 400559.561000001),211MLA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1571,234CA,3.0,11.66,12.58,12.71,Vastgesteld,Niet van toepassing,L,POINT (170535.587000001 395545.219999999),234CA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1572,234CJ,0.77,13.11,13.65,13.81,Vastgesteld,Niet van toepassing,L,POINT (170115.706999999 394340.567000002),234CJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1573,204HK,1.0,14.73,15.44,15.8,Vastgesteld,Niet van toepassing,L,POINT (168664.901999999 413134.868999999),204HK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1574,211ED,1.08,7.55,8.42,8.91,Vastgesteld,Niet van toepassing,L,POINT (164675.3325 405448.924400002),211ED,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1575,276B,1.0,19.48,20.28,20.650000000000002,Vastgesteld,Niet van toepassing,L,POINT (177212.9586 382647.356800001),276B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1576,277A,0.7000000000000001,19.87,20.67,20.77,Vastgesteld,Niet van toepassing,L,POINT (177044.928199999 382050.627),277A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1577,253NRS,1.0,16.59,17.55,17.93,Vastgesteld,Niet van toepassing,L,POINT (178005.592300002 391866.069800001),253NRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1578,118HLA,0.7000000000000001,1.25,2.0300000000000002,2.5100000000000002,Vastgesteld,Niet van toepassing,L,POINT (140681.754799999 412422.087099999),118HLA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1579,112A6,0.9,15.46,16.2,16.43,Vastgesteld,Niet van toepassing,L,POINT (196173.545000002 399403.780000001),112A6,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1580,234D,3.0,12.52,13.780000000000001,14.51,Vastgesteld,Niet van toepassing,L,POINT (170641.721200001 391759.0108),234D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1581,217AE,1.01,7.8,8.78,9.0,Vastgesteld,Niet van toepassing,L,POINT (162092.859999999 402925.739999998),217AE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1582,234LHC,5.75,13.73,13.77,13.77,Vastgesteld,Niet van toepassing,L,POINT (170753.559700001 391274.8937),234LHC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1583,108KBS,1.6500000000000001,15.07,15.06,15.52,Vastgesteld,Niet van toepassing,L,POINT (184715.848999999 406109.739999998),108KBS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1584,234PRB,3.25,14.16,14.14,14.16,Vastgesteld,Niet van toepassing,L,POINT (172035.2874 388568.503600001),234PRB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1585,108GOV,0.31,9.32,9.870000000000001,10.78,Vastgesteld,Niet van toepassing,L,POINT (188068.425999999 409396.6701),108GOV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1586,205RHP,0.8,2.84,3.7,4.39,Vastgesteld,Niet van toepassing,L,POINT (154918.158199999 410408.793900002),205RHP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1587,251H,2.69,15.98,16.89,17.41,Vastgesteld,Niet van toepassing,L,POINT (176880.741999999 397798.629999999),251H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1588,103HHS,0.3,4.3100000000000005,4.63,6.63,Vastgesteld,Niet van toepassing,L,POINT (162999.534400001 417664.8803),103HHS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1589,203ID,1.1,5.5,6.18,6.49,Vastgesteld,Niet van toepassing,L,POINT (157507.493000001 406415.640999999),203ID,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1590,250C,0.79,13.31,14.46,14.530000000000001,Vastgesteld,Niet van toepassing,L,POINT (174789.061999999 398742.932999998),250C,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1591,261MZR,7.75,15.870000000000001,15.870000000000001,15.870000000000001,Vastgesteld,Niet van toepassing,L,POINT (177536.004999999 389617.9014),261MZR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1103,261BEA,1.4000000000000001,20.05,20.48,20.51,Vastgesteld,Niet van toepassing,L,POINT (179398.818 386230.789999999),261BEA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1104,108HOO,2.1,11.16,12.370000000000001,12.540000000000001,Vastgesteld,Niet van toepassing,L,POINT (189689.467 407035.793000002),108HOO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1105,211I,7.65,8.17,9.55,9.6,Vastgesteld,Niet van toepassing,L,POINT (168848.396000002 407577.228),211I,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1106,211L,5.08,9.33,10.49,11.14,Vastgesteld,Niet van toepassing,L,POINT (171519.607700001 403966.0449),211L,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1107,108WAN,4.7700000000000005,8.96,10.55,11.59,Vastgesteld,Niet van toepassing,L,POINT (186248.031 409086.504000001),108WAN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1108,104FIV,1.32,10.950000000000001,11.5,11.86,Vastgesteld,Niet van toepassing,L,POINT (171052.511999998 417313.945),104FIV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1109,117MU,2.0,0.8,1.87,2.3000000000000003,Vastgesteld,Niet van toepassing,L,POINT (143933.092 413480.912999999),117MU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1110,117NH,1.5,0.55,1.61,2.08,Vastgesteld,Niet van toepassing,L,POINT (144665.789000001 415173.647999998),117NH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1111,108NRK,1.2,13.52,14.1,14.42,Vastgesteld,Niet van toepassing,L,POINT (190262.842999998 405362.614999998),108NRK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1112,108CV,0.75,13.05,13.81,13.91,Vastgesteld,Niet van toepassing,L,POINT (185289.460000001 406999.210999999),108CV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1113,204HA,1.8,8.01,9.11,9.39,Vastgesteld,Niet van toepassing,L,POINT (166380.739999998 412697.322000001),204HA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1114,211NH,1.82,16.43,16.41,16.42,Vastgesteld,Niet van toepassing,L,POINT (175419.852000002 402025.934),211NH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1115,104FBW,1.5,4.79,6.59,7.24,Vastgesteld,Niet van toepassing,L,POINT (172986.171 423145.0),104FBW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1116,104FXW,1.5,5.58,6.09,6.48,Vastgesteld,Niet van toepassing,L,POINT (170702.500999998 420463.532000002),104FXW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1117,101KSW,0.5,2.6,3.42,3.88,Vastgesteld,Niet van toepassing,L,POINT (155985.471999999 423034.353999998),101KSW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1118,104STU,1.0,3.95,5.24,5.65,Vastgesteld,Niet van toepassing,L,POINT (168781.831 422045.725000002),104STU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1119,107HD,0.75,19.27,19.93,20.490000000000002,Vastgesteld,Niet van toepassing,L,POINT (181360.421 404000.601),107HD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1120,106UFS,0.51,9.03,9.03,9.77,Vastgesteld,Niet van toepassing,L,POINT (187346.868000001 415981.322000001),106UFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1121,113GTS,0.88,11.98,13.700000000000001,13.790000000000001,Vastgesteld,Niet van toepassing,L,POINT (198613.726 400543.824000001),113GTS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1122,114BBB,0.72,23.87,25.240000000000002,25.310000000000002,Vastgesteld,Niet van toepassing,L,POINT (185053.717 397110.447000001),114BBB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1123,201L,11.120000000000001,15.030000000000001,16.57,17.48,Vastgesteld,Niet van toepassing,L,POINT (176167.879000001 386708.837000001),201L,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1124,204AG,1.1,3.73,4.73,5.08,Vastgesteld,Niet van toepassing,L,POINT (160437.088 414641.403000001),204AG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1125,204B,9.9,2.0300000000000002,4.99,5.5,Vastgesteld,Niet van toepassing,L,POINT (154914.958000001 412452.572000001),204B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1126,204CU,1.25,6.88,8.21,8.47,Vastgesteld,Niet van toepassing,L,POINT (164722.278999999 408765.074000001),204CU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1127,204MC,0.75,13.99,14.93,14.96,Vastgesteld,Niet van toepassing,L,POINT (168568.065000001 412188.818999998),204MC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1128,204F,1.97,5.59,6.67,6.94,Vastgesteld,Niet van toepassing,L,POINT (164838.287 412579.477000002),204F,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1129,204HC,0.85,12.72,13.57,13.99,Vastgesteld,Niet van toepassing,L,POINT (168104.258000001 413041.934999999),204HC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1130,204FDA,0.76,8.89,9.78,10.11,Vastgesteld,Niet van toepassing,L,POINT (167124.827 410348.693999998),204FDA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1131,204FI,0.77,9.49,10.27,10.56,Vastgesteld,Niet van toepassing,L,POINT (167552.061000001 410562.034000002),204FI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1132,204H,1.97,6.98,8.06,8.38,Vastgesteld,Niet van toepassing,L,POINT (165836.283 412334.721000001),204H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1133,211LB,0.84,10.75,11.790000000000001,11.89,Vastgesteld,Niet van toepassing,L,POINT (172207.574999999 404083.84),211LB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1134,211LK,0.9500000000000001,11.17,11.98,12.35,Vastgesteld,Niet van toepassing,L,POINT (172422.552999999 403407.642999999),211LK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1135,211LQ,0.97,17.09,18.06,18.29,Vastgesteld,Niet van toepassing,L,POINT (175339.98 403797.203000002),211LQ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1136,211ME,2.44,13.58,14.67,15.02,Vastgesteld,Niet van toepassing,L,POINT (174206.73 403042.603),211ME,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1137,211MU,0.9500000000000001,17.88,18.55,18.89,Vastgesteld,Niet van toepassing,L,POINT (175876.43 403140.638999999),211MU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1138,234CN,1.0,12.27,13.040000000000001,13.27,Vastgesteld,Niet van toepassing,L,POINT (170846.888900001 394972.379900001),234CN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1139,234FH,0.84,17.080000000000002,17.95,18.400000000000002,Vastgesteld,Niet van toepassing,L,POINT (173908.327 384307.182),234FH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
