index,hydroobject_CODE,endpoint_hydroobject_CODE
9018,1080580,1080575
9019,1080545,1080575
9021,1087880,1080980
9023,1083160,1083150
9025,1084030,1084015
9026,1072050,1072040
9028,1052500,1052490
9031,1054110,1054100
9033,1045350,1045340
9034,1045490,1045340
9035,00403,02740
9037,1055010,02740
9038,1015000,02739
9041,2110610,02756
9043,00988,02758
9045,2042320,02765
9046,1183840,02780
9048,03113,02762
9051,1080590,02792
9052,1041740,1041730
9053,1041720,1041730
9055,2130020,2130015
9057,2030560,2030550
9058,2030530,2030550
9060,00684,2030550
9062,1181210,1181205
9064,1181191,1181380
9065,1181360,1181380
9066,1181400,1181380
9068,1181735,1181700
9070,1183735,1183900
9071,1183910,1183900
9073,1140110,1140060
9074,1140100,1140060
9076,1121540,1121530
9078,1130310,1130230
9079,1130320,1130230
9080,1084560,1084460
9081,1084570,1084460
9084,1071190,1071220
9085,1071230,1071220
9087,1073430,1073420
9089,1073810,1073800
9091,1055935,1055930
9093,2112105,2112100
9094,2112194,2112190
9097,2043090,2043105
9098,2043120,2043105
9100,2031665,2031660
9102,2112200,2112198
9103,2113185,2113180
9105,1052950,1052945
9107,1052630,1052945
9109,1171682,1171680
9111,1181188,1181184
9112,1181205,1181200
9115,1181440,1181435
9116,1181300,1181435
9118,1184375,1184370
9120,2044350,2044340
9121,2030080,2030075
9123,04462,2030075
9125,1020240,1020235
9126,1026085,1026080
9129,2531045,2531040
9131,2830010,2830030
9132,2830035,2830030
9134,1073550,1073685
9135,1073690,1073685
9137,2341710,2341715
9139,1163270,1163230
9140,1163240,1163230
9142,2342470,2342465
9143,2342420,2342465
9145,1163280,1163270
9147,2171284,2171280
9149,2540240,2540158
9151,1162303,1162300
9153,1045110,1048520
9154,1045160,1048520
9155,1013910,1013715
9157,1013800,1013715
9159,1084380,1084390
9160,1084385,1084390
9162,1033100,1033070
9164,1142710,1142700
9166,02063,05022
9167,1171105,03047
9170,02530,03048
9171,2531110,03049
9173,04895,03049
9174,2531110,04895
9175,03049,04895
9177,2042250,04648
9178,01102,04648
9181,1038930,04991
9183,2113410,05016
9185,1180380,04995
9187,00612,04986
9189,2300035,05010
9191,1143150,1143140
9192,1100780,1100770
9194,1110030,1110020
9197,1110320,1110310
9199,1082220,1082210
9200,1082200,1082210
9202,1083010,1083000
9204,1084090,1084080
9206,1086310,1086300
9208,1086500,1086490
9210,1071150,1071140
9211,1071220,1071205
9213,1071210,1071205
9214,1071560,1071550
9217,1071630,1071620
9218,1071610,1071620
9219,1080710,1080750
9221,1080760,1080750
9223,1055970,1055960
9224,1057220,1057310
9225,1057320,1057310
9228,1060670,1060660
9230,1180780,1180760
9232,2580175,2580170
9233,1040815,1040810
9236,1050215,1050210
9237,1073405,1073400
9239,1071205,1071200
9242,2041110,2041100
9244,1081735,1081730
9245,1082050,1082010
9247,1082060,1082010
9249,1081810,1081805
9251,2040555,2044350
9252,2613440,05743
9254,2613430,05743
9256,2750380,05747
9258,05749,05748
9259,2613650,05748
9260,05748,05749
9262,2613650,05749
9264,2611245,05750
9266,2611110,05751
9267,2612160,05752
9269,1121610,1121600
9272,1140840,1140830
9273,1086970,1086960
9275,1086895,1086960
9277,1086030,1086000
9278,1086010,1086000
9279,05123,1086210
9281,1086220,1086210
9283,1072925,1072920
9285,1061070,1061060
9287,1070635,1070630
9289,1070820,1070815
9291,1101330,1101320
9292,1101260,1101320
9293,1046530,1046600
9295,1046610,1046600
9296,1086060,1086030
9297,1086050,1086030
9300,1034509,1034506
9301,1034507,1034506
9303,1170380,1170375
9304,2830030,2830020
9307,2751340,2751330
9309,2010310,2780010
9310,2010320,2780010
9312,2611800,2611790
9314,2612680,2612650
9315,2612670,2612650
9316,2531390,2531350
9318,2531380,2531350
9319,2611360,2611330
9321,2611350,2611330
9322,2511330,2511320
9325,2051120,2051260
9326,2340900,2340880
9328,2340895,2340880
9330,1184245,1184240
9332,2050970,2050960
9333,04209,2043840
9335,2043850,2043840
9336,2043830,2043840
9338,1171910,1171900
9340,2020080,2020040
9341,2020060,2020040
9343,2340660,2340670
9344,2340680,2340670
9345,1086170,1086160
9348,1081640,1081635
9350,1028235,1028230
9352,1028210,1028260
9353,1028263,1028260
9355,1028255,1028250
9357,2041204,2041200
9359,1100120,03357
9361,2011440,2031665
9362,2011450,2031665
9364,1012815,1012810
9366,1020127,1020125
9367,1034506,1034505
9370,1163320,1163340
9371,1163310,1163340
9372,1041360,04801
9374,1041350,04801
9376,05342,2341435
9377,2341420,2341435
9379,2010884,2010885
9380,2010890,2010885
9382,1100115,04345
9384,1162308,1163220
9385,1162309,1163220
9386,1184805,1184800
9389,1087542,1087540
9391,1087545,1087542
9393,2612320,2612318
9395,2611239,2611236
9396,2611235,2611236
9397,2114080,2114070
9398,2114060,2114070
9401,2290090,2290220
9403,2611250,2611247
9404,2611248,2611247
9406,1146430,1146440
9407,1130575,1130860
9408,1130580,1130860
9410,1130578,1130860
9412,1049350,1049345
9414,04747,00895
9415,1086230,1086220
9418,1051140,1051080
9419,1051130,1051080
9420,1073420,1073410
9422,2830080,2830070
9425,2613830,2613820
9427,2610670,2610650
9428,2610660,2610650
9430,2343200,2343190
9431,2343160,2343190
9432,2111330,2111320
9433,2111300,2111320
9436,1181147,1181145
9437,2010060,2920358
9439,2010070,2920358
9441,2370030,2370010
9443,00958,06151
9444,06150,06154
9446,06200,06154
9448,01933,06167
9450,1086270,1086260
9452,1086280,1086270
9454,03170,05384
9456,2042840,05428
9458,01880,05386
9460,03625,05387
9462,05390,05389
9463,2043590,05389
9464,05389,05390
9466,2043590,05390
9467,2050040,05392
9469,05378,05394
9470,2043760,05394
9473,01817,05395
9475,2043980,05398
9476,2043375,05401
9479,2043350,05403
9481,2043320,05405
9482,2043270,05406
9484,2043190,05408
9487,00975,05410
9488,00416,05411
9491,2160010,05412
9493,2011200,05413
9495,2011190,05414
9497,2011220,05415
9498,2011210,05415
9500,1034210,1033400
9502,1034570,1034560
9504,2531095,2531090
9506,2043140,2043130
9507,1183670,1183660
9510,1142510,1142500
9511,1121020,1121010
9514,1141005,1140729
9515,1081160,1081150
9517,1081120,1081150
9519,1070210,1070200
9521,1071660,1071655
9522,1071560,1071660
9524,1071700,1071660
9526,1046140,1046135
9527,1052170,1052160
9529,1041960,1041950
9532,1042110,1042100
9534,1042215,1042250
9535,1042260,1042250
9536,2611040,2611030
9538,2611050,2611030
9539,2611430,2611431
9541,2611420,2611431
9542,2611790,2611700
9544,2611780,2611700
9546,2041955,2041950
9548,1170100,1170090
9550,2450110,2450100
9552,02645,2320070
9553,2320080,2320070
9554,1170060,1170080
9556,1170081,1170080
9558,2172090,2172050
9559,2172110,2172050
9560,2750370,2750390
9561,2750400,2750390
9563,2750710,2750700
9565,2750021,2750700
9566,2751280,2751360
9567,2751370,2751360
9569,2751380,2751440
9571,2751450,2751440
9572,2611610,2611590
9574,2611600,2611590
9575,2613440,2613430
9576,05743,2613430
9579,2610440,2610430
9581,2610730,2610700
9582,06285,2610700
9584,2610940,2610930
9586,2511160,2511150
9587,2511115,2511150
9589,2343510,2343500
9591,2343570,2343565
9592,04295,2343565
9594,2450090,2450080
9596,2480350,2480340
9597,2342300,2342310
9598,2342320,2342310
9601,2342530,2342525
9602,2342510,2342525
9604,2342545,2342530
9605,2342550,2342530
9607,2342810,2342800
9609,2114250,00077
9611,2343230,2343220
9613,2350010,2350030
9614,2350040,2350030
9616,2011035,2310040
9617,2011040,2310040
9619,1146040,1146030
9620,04922,1146030
9621,05329,05330
9623,1142220,05330
9625,1142480,05333
9627,1146240,05334
9629,00928,05335
9631,1142110,05337
9632,05338,05339
9635,05350,05341
9636,2341435,05342
9638,2341420,05342
9639,03367,05344
9641,2380010,05344
9643,2012080,05347
9645,2340265,2340260
9647,2340240,2340210
9648,2340260,2340250
9651,2340340,2340265
9652,2340330,2340265
9653,2340250,2340240
9656,1028270,1028265
9658,1015207,1015205
9660,1170905,1170890
9661,2613556,2613555
9663,2613550,2613555
9665,1140305,1140300
9667,1140855,1140850
9669,1084215,1084210
9670,2870690,2870680
9673,2920440,2920360
9674,2920430,2920360
9676,2752030,2752020
9678,2750750,2750690
9679,2750751,2750690
9680,2750740,2750690
9681,2610480,2610470
9683,2610479,2610470
9685,2610640,2610620
9686,2610630,2610620
9687,05415,05416
9690,2011180,05417
9692,03443,05418
9694,2113700,05420
9696,04598,05421
9697,05421,05422
9700,2042840,05425
9702,2042860,05429
9704,2043690,05430
9705,2042670,05432
9708,04923,05434
9709,2042720,05435
9711,2042730,05436
9713,2042730,05437
9716,00947,05438
9717,01047,05438
9718,01110,05440
9721,2113515,05441
9722,2113580,05442
9725,2113560,05444
9726,1181144,1181142
9729,1171030,1171020
9731,1170980,1170970
9733,1171000,1170990
9734,1171620,1171610
9737,06281,2613188
9738,2613210,2613188
9739,1080510,01689
9741,1080520,01689
9743,1086370,1086280
9744,1086400,1086280
9746,05905,06149
9747,2750540,2750550
9749,2750560,2750550
9750,2611430,2611420
9751,2611431,2611420
9753,2612540,2612530
9755,2612460,2612530
9756,2611290,2611280
9758,2611289,2611280
9760,2531045,2531050
9761,2531060,2531050
9762,2610170,2610140
9764,2610160,2610140
9766,2610330,2610310
9767,2610320,2610310
9768,2610550,2610560
9770,2610570,2610560
9771,2610610,2610600
9772,2610620,2610600
9775,2610870,2610860
9776,2610800,2610860
9778,2530610,2530600
9779,2342500,2342470
9781,2342490,2342470
9783,2460030,2460020
9784,2341840,2341830
9786,2341820,2341830
9788,2113670,2113591
9789,2113680,2113591
9791,2111030,2111020
9794,1146335,1146330
9795,2044310,2041600
9798,02437,05753
9800,2611070,05754
9801,04564,05755
9803,2611030,05756
9805,05758,05757
9807,05759,05757
9808,05758,05759
9809,05757,05759
9811,2610680,05760
9812,02854,05760
9815,3200315,05761
9817,01057,05762
9818,2400015,2400010
9821,2531210,04571
9823,1042120,04561
9824,2751330,04572
9826,1061425,04540
9828,1061420,04540
9830,1160490,1160480
9831,2171320,2170785
9833,2170790,2170785
9834,1171570,1170896
9835,1170897,1170896
9838,2751740,2751730
9840,2790180,2790160
9842,2800630,2800440
9843,2800640,2800440
9845,2800680,2800660
9846,06114,2800660
9847,2800850,2800680
9849,2800860,2800680
9851,2531300,2531290
9853,2344570,2342220
9854,2613188,2613187
9857,2614050,2614040
9858,1146355,1146350
9861,1182110,01547
9862,1100960,1100955
9865,2400255,2400250
9867,1101385,1101380
9869,1020130,1020140
9870,1020120,1020140
9872,1020130,1020135
9873,1020140,1020130
9875,1020120,1020130
9876,1084860,1084780
9878,2011650,2011410
9880,2051135,2011410
9882,2044370,2044360
9884,1086755,1086750
9885,1080310,1080300
9887,1080280,1080300
9888,1081415,1081380
9890,1081420,1081380
9892,1081480,1081470
9894,1081660,1081620
9895,1081655,1081620
9896,1061430,1061325
9899,1071860,1071850
9900,1072440,1072430
9903,1052470,1052460
9905,1052480,1052470
9906,1053150,1053140
9907,1053030,1053140
9909,1055510,1055430
9911,1055520,1055430
9913,1042380,1042370
9914,1042370,1042360
9916,1042340,1042360
9917,1170250,1170185
9920,1051330,1051328
9922,1035415,1035250
9923,1035300,1035250
9924,06098,1035250
9925,1041660,1041690
9927,1041700,1041690
9929,1030310,1030189
9930,2940220,2940210
9932,2940160,2940210
9934,2750760,2750750
9935,2750010,2750009
9937,2750016,2750009
9939,2750070,2750060
9941,2611870,2611880
9942,2611890,2611880
9943,2531370,2531360
9945,2531380,2531360
9947,2540070,2540060
9949,2530060,2530050
9951,2342840,2342830
9952,03171,2342830
9954,2343145,2343140
9956,2300040,2300037
9957,2041300,05550
9959,1182390,1182380
9961,1182360,1182380
9963,2113157,2114520
9964,2113160,2114520
9965,06150,06200
9968,2010815,2010810
9970,2010940,2010938
9972,2043520,2043515
9973,05217,05218
9975,1052510,05218
9977,03752,05219
9979,03752,05221
9981,1051330,05223
9982,03376,05224
9984,03376,05225
9986,2111760,2111740
9988,2111770,2111740
9990,2030870,2030810
9991,05180,2030810
9992,2030875,2030810
9993,2030860,2030810
9994,2040200,2040190
9996,1170890,1170860
9998,1172070,1170860
10000,1140970,1140960
10002,1100360,1100350
10004,1073680,1073670
10006,1080565,1080563
10008,1081390,1071170
10009,1071175,1071170
10011,1071540,1071530
10013,2612210,2612180
10014,2612220,2612180
10016,2613905,2613902
10018,2540220,2540210
10020,2044199,2044180
10021,2044200,2044180
10022,2050380,2044180
10024,2050170,04272
10025,2050140,04272
10027,2042440,04273
10029,2044251,2044253
10030,2044254,2044253
10031,2044199,2044253
10032,2044253,2044251
10034,2044254,2044251
10035,2044199,2044251
10038,2043895,2044254
10039,2053901,2044254
10040,2043900,2044254
10042,2042560,04102
10045,1031720,03418
10047,00024,04103
10048,1181920,04104
10050,2011065,03427
10052,2044253,2044199
10053,2044251,2044199
10054,2044254,2044199
10056,2044210,2044200
10059,2530167,2530165
10061,2343150,2343120
10062,2343160,2343120
10063,2010030,2010020
10066,2010095,2010090
10067,2820010,2010220
10069,2010230,2010220
10070,2010250,2010240
10073,00797,2050070
10074,2050030,2050070
10076,2172350,2172340
10077,2171690,2172350
10079,217B,2172350
10080,2341030,2344340
10083,2344355,2344370
10084,2340630,2344370
10086,2053980,2053970
10088,2053990,2053980
10090,2054000,2053990
10091,2050310,2054000
10094,1020876,1020873
10095,1020875,1020873
10096,1020874,1020873
10098,1020872,1020870
10099,1020871,1020870
10100,05280,05281
10102,1141070,05283
10104,2110055,00917
10107,1057560,02788
10109,1170930,02732
10110,03223,02794
10113,1030170,02782
10114,02726,03714
10116,05921,03714
10118,1181860,02738
10120,1080780,02754
10121,1041820,02757
10124,2560325,02760
10125,02740,03172
10128,00745,02793
10129,1180890,02786
10132,1086805,02806
10134,1040460,1040450
10135,1040410,1040450
10136,1042070,1042060
10138,1042055,1042060
10140,1170808,1170805
10142,1040870,1040900
10143,1040910,1040900
10145,1042020,1042030
10147,1041440,1041420
10148,1041430,1041420
10150,02091,00271
10152,1045530,05030
10154,1010030,1010020
10156,1011210,1010270
10157,1011220,1010270
10159,1010630,1010620
10160,1013330,1011200
10161,1013410,1011200
10163,2870390,2870185
10165,2870400,2870185
10167,3200050,3200030
10168,3200045,3200030
10169,02433,3200030
10170,2870060,2870030
10172,2870070,2870030
10173,1181490,04734
10176,04740,04914
10177,2041950,04730
10179,04283,04730
10181,1141240,04616
10183,02268,04624
10184,1080121,04627
10187,1182110,04623
10189,01896,04615
10191,1170370,04631
10193,2870240,04620
10194,1182810,04613
10197,2050280,04740
10199,1181510,04736
10200,1032610,04729
10203,02940,04737
10204,2170630,2170620
10207,04979,01302
10209,1171130,04992
10210,00654,04997
10211,02582,04997
10213,1140910,03881
10215,1140930,03881
10216,1070510,1070830
10218,1070840,1070830
10219,1045630,1045620
10221,00128,1045620
10222,1045630,1045655
10224,1045631,1045655
10225,1048130,1046610
10227,1048120,1046610
10229,1055060,1055050
10231,06094,1042810
10232,1042855,1042810
10234,1030849,1030850
10235,1030860,1030850
10237,1031110,1031100
10238,1034505,1034499
10241,2480355,2480350
10242,2042230,2042220
10244,2042240,2042220
10246,2042860,2042850
10248,2043070,2043060
10250,2043180,2043170
10251,2043310,2043330
10253,2043340,2043330
10255,2043800,2043790
10257,2031400,2031391
10259,2030920,2030910
10261,2031150,2031140
10263,2031200,2031190
10265,1182395,1182400
10266,1183520,1183530
10268,1183541,1183530
10269,1183540,1183530
10270,1183710,1183690
10273,1180130,1180321
10275,1180860,1180850
10276,1146030,1146020
10279,1101515,1101510
10280,1120225,1120210
10282,1120150,1120210
10284,1120325,1120485
10285,1120490,1120485
10286,1121320,1121310
10288,1121230,1121310
10289,1121340,1121410
10291,1121420,1121410
10292,1141410,1141390
10294,1141400,1141390
10296,2750590,05744
10298,2800740,05795
10300,2111125,2111400
10301,2111410,2111400
10303,2613950,2613935
10304,2613960,2613935
10305,3200245,3200230
10307,3200240,3200230
10308,1010219,1010210
10310,1010220,1010210
10312,1011201,1011210
10313,02604,1011210
10315,1011550,1011540
10316,1011420,1011540
10318,3100179,3100170
10319,3100180,3100170
10321,3200065,3200050
10322,3200070,3200050
10323,2870180,2870175
10326,1056119,1056110
10327,1056115,1056110
10328,2790330,2790320
10330,2870120,2870110
10332,2870119,2870110
10334,1011560,1011550
10336,1011620,1011610
10337,1056140,1056120
10339,1056119,1056120
10341,1181380,03044
10343,2342310,04326
10345,01183,04326
10347,2751540,04318
10349,00649,04322
10351,2113670,04337
10353,1043910,04341
10355,1081660,04321
10356,2940120,04340
10359,1180640,04343
10361,1170910,04325
10363,2920400,04336
10365,1036800,03883
10366,04364,03883
10368,1080030,03865
10370,04719,03871
10372,2042510,03861
10373,2760020,03863
10376,1182140,03874
10377,1142310,03852
10380,2751650,2751640
10381,2751660,2751640
10382,2790200,2790190
10385,2790250,2790230
10386,2790450,2790440
10388,1141070,05284
10390,1141070,05285
10392,02156,05286
10395,1141400,05287
10397,03271,05288
10398,1141410,05289
10400,03122,05290
10402,03122,05292
10405,05294,05293
10406,1141300,05293
10407,05293,05294
10409,1141300,05294
10410,05293,05295
10413,1140930,05297
10415,05298,05299
10417,05298,05300
10418,1142800,05298
10420,1142740,05301
10423,1144100,05302
10425,1070970,1071000
10426,1071010,1071000
10428,1184480,1184600
10429,1184610,1184600
10430,1184590,1184600
10431,1054260,1056010
10433,1056020,1056010
10435,1045720,1045715
10436,1046500,1046480
10438,1046501,1046480
10439,2041838,2042140
10441,1170625,1170620
10444,1033290,1033280
10446,1033790,1033780
10447,1034500,1035000
10448,1034499,1035000
10451,1027460,1027440
10453,2920455,2920253
10454,2920780,2920760
10456,2920770,2920760
10458,2940580,2940590
10459,2940600,2940590
10460,1041120,1041110
10463,2110306,2110305
10465,1051640,1051630
10466,2870040,2750349
10468,2611640,2611650
10469,2611660,2611650
10471,2612800,2612790
10474,2612900,2612880
10475,2612890,2612880
10477,2670065,2670030
10478,2670073,2670030
10480,2570030,2570020
10481,2511280,2511260
10483,2511290,2511260
10485,2020092,2020090
10486,2020091,2020090
10487,1180700,1180640
10489,1180701,1180640
10491,2171572,2171570
10492,2171574,2171570
10493,2112220,2112210
10495,2111995,2112210
10497,1060080,1060070
10498,2870730,2870720
10500,2612160,2612150
10502,2612420,2612410
10505,2560070,2560050
10506,2560071,2560050
10507,2560081,2560210
10508,2560080,2560210
10510,2560070,2560210
10511,2611640,2611630
10513,04073,04043
10516,2340970,2340960
10517,2610520,2610510
10518,2610480,2610510
10521,1043900,04189
10522,2171580,04190
10524,2612030,2612020
10526,2612040,2612020
10528,04191,01369
10529,2270670,04191
10531,06159,04192
10533,1053180,04193
10536,1043970,04194
10538,02231,04195
10540,1053510,04197
10541,2400240,04198
10544,04199,05457
10547,1033870,04270
10549,2011330,2011320
10550,1180321,1180310
10552,1180320,1180310
10554,1183920,1181550
10555,1182080,1181550
10557,1143430,1143420
10559,1143450,1143445
10561,1143660,1143650
10563,1145490,1145480
10565,1170680,1170670
10566,1170690,1170670
10568,1170740,1170730
10569,1101500,1101055
10571,1101060,1101055
10572,2800660,2800650
10575,2670055,2670050
10577,2580120,2580110
10579,2590020,2590010
10581,2342460,2342450
10583,2341352,2341350
10585,2170720,2170710
10586,2170660,2170710
10587,2171460,2171450
10589,2171411,2171450
10590,2270170,2270150
10592,2270160,2270150
10594,2270340,2270320
10595,2270330,2270320
10597,2110345,2110340
10599,2042630,2042620
10601,2041440,2041430
10603,2030855,2030850
10604,2344430,2340470
10606,2113040,2113007
10608,2113030,2113007
10610,2344420,2344410
10612,2344440,2344420
10613,2340460,2344440
10615,1056140,1056119
10616,1056120,1056119
10618,2113765,2113760
10620,00717,2113760
10622,1049330,1049320
10624,1046070,1046065
10625,2010330,2760030
10627,2010340,2760030
10628,2010330,2770030
10630,2010320,2770030
10632,2612400,2612380
10633,2612390,2612380
10634,2612469,2612411
10635,2612470,2612411
10638,2611120,2611110
10639,2300050,2300040
10642,1042780,1042760
10643,1042790,1042760
10645,2040590,2040580
10646,1038410,1038505
10648,1038510,1038505
10650,1025015,1038605
10652,1163380,1162183
10654,1022095,1022090
10656,1038960,1038950
10658,2751243,2751240
10659,2870350,2870345
10662,1020590,1020588
10663,1020589,1020588
10665,1020584,1020582
10666,1020583,1020582
10667,1071420,1071410
10669,1071400,1071410
10671,1040845,1040840
10672,1020046,1020045
10674,1020040,1020045
10676,1020026,1020025
10677,1020024,1020025
10678,2670030,2670065
10680,2670073,2670065
10681,2041420,2041410
10684,2042090,2042120
10685,2042130,2042120
10687,2040710,2040700
10688,2113630,01517
10689,2113600,01517
10691,1020230,02814
10694,1046910,02816
10695,02813,01148
10698,1035813,02825
10700,1046340,02828
10702,2031000,02829
10704,05810,02830
10705,2800310,02830
10706,02830,05810
10708,2800310,05810
10709,2042400,02831
10711,2042390,02831
10712,2042380,02831
10714,1043900,02832
10716,04525,02833
10717,2560295,02836
10720,1043450,02837
10722,1080100,02838
10725,03814,02804
10727,2041130,2041090
10728,2041120,2041090
10730,1170120,1170350
10731,1170360,1170350
10733,1180930,1180920
10735,1110220,1110215
10736,02228,1110215
10737,1072325,1072320
10740,2920681,2920680
10742,2940150,2940110
10743,2940140,2940110
10744,2940410,2940380
10746,2940390,2940380
10747,2031170,05575
10749,2112920,05576
10751,2112900,05577
10754,2113970,05580
10755,2112210,05581
10758,1181580,1181570
10760,1143220,1143180
10762,1143340,1143330
10764,1170100,1170110
10765,1170120,1170110
10766,1082630,1082625
10769,1072540,1072530
10770,1071480,1072530
10772,1081430,1081480
10773,1081490,1081480
10775,1060230,1060220
10776,1071140,1071130
10778,1071790,1071780
10780,01578,1071780
10781,1071900,1071860
10783,1071840,1071860
10784,1047020,1047010
10786,1047030,1047010
10787,1013930,1013920
10790,1030545,1030540
10792,2870600,2870590
10793,2870520,2870590
10794,2790060,2790020
10795,2790050,2790020
10797,2790075,2790090
10798,2790100,2790090
10800,2612490,2612480
10802,2612910,2612900
10804,2612920,2612900
10806,1082470,1082465
10807,2940480,01569
10809,01452,01569
10810,1061060,1061040
10812,1061130,1061120
10815,1044085,1044080
10816,01641,1046100
10818,1046110,1046100
10820,1041250,1041245
10821,1041260,1041250
10823,1042121,1042110
10825,1042120,1042110
10826,1042370,1042340
10827,1042360,1042340
10830,1016722,1016610
10831,1016725,1016610
10832,1143180,1143170
10835,1150260,1150250
10838,2270545,2270540
10839,2790075,2790070
10841,2920390,2920400
10843,2920410,2920400
10844,2920401,2920400
10845,1170830,1170820
10847,1011500,1010809
10850,1170030,1170020
10852,2042440,2042450
10853,2042460,2042450
10854,04444,2042450
10856,1181450,1181440
10858,1140155,1140150
10860,1086120,1086110
10862,1071940,1071930
10863,1072640,1072565
10865,1072650,1072565
10867,1073130,1073120
10868,1051650,1051640
10871,1055950,1055860
10873,1055945,1055860
10875,1057580,1057570
10877,1061030,1061020
10878,1043580,1043570
10881,1036420,1036410
10883,1037420,1037410
10884,1030150,1030325
10886,1030160,1030325
10887,2042230,2041999
10890,2030158,2030157
10891,2030159,2030157
10892,1181380,1181191
10894,1181360,1181191
10895,1181400,1181191
10896,1142800,1142780
10897,04242,1142780
10900,1051380,1051370
10901,1050630,1051370
10902,1053180,1053170
10904,1170230,1170220
10906,2112420,2112460
10908,2112465,2112460
10909,2112470,2112460
10910,02140,04342
10913,1043460,1043450
10914,1043400,1043450
10915,1045240,1045250
10917,1045259,1045250
10918,1045260,1045250
10920,1046210,1046190
10921,1046289,1046280
10922,1046290,1046280
10925,1038210,1038200
10926,1041468,1041465
10929,1042650,1042660
10930,1042670,1042660
10931,1042810,1042700
10933,1042790,1042700
10934,1042800,1042700
10935,1032610,1032605
10936,1031701,1032605
10938,1032500,1032605
10940,1033020,1033015
10942,1033025,1033020
10943,1033140,1033130
10945,1034220,1034210
10947,1035815,1035813
10950,1036310,1036300
10951,1036311,1036300
10952,1038610,1038620
10954,1038621,1038620
10956,1014010,1014005
10958,1016810,1016800
10959,2751680,2751720
10960,2751730,2751720
10962,2752120,2752110
10965,2590030,2590020
10967,2511180,2511170
10968,2511160,2511170
10969,2531160,2531130
10971,2531150,2531130
10973,2343300,2343290
10974,2343121,2343290
10976,2341100,2341090
10978,2250025,2250020
10980,2110600,2110580
10981,2110590,2110580
10983,2040900,2040890
10985,1140250,1140240
10986,1142930,1142910
10988,1143110,1143100
10990,1081380,1081370
10993,1083170,1083160
10994,1070730,1070700
10996,1070740,1070700
10997,1073685,1073680
10999,1051240,1051230
11001,1046190,1046180
11003,1046191,1046180
11004,1047090,1046970
11006,1047080,1046970
11008,1162160,1162119
11010,01892,05236
11011,03413,05237
11014,1080150,05238
11015,05238,05239
11017,1082100,05240
11019,1083700,05241
11021,05241,05242
11024,1081930,05243
11025,1081065,05244
11027,1081050,05249
11030,01389,05245
11031,1081550,05250
11033,04014,05251
11035,1083000,05252
11038,1080630,05253
11040,1090530,05254
11041,1090540,05254
11043,2750425,2750420
11045,2800580,2800565
11047,1182490,1182240
11049,1182510,1182500
11050,1171278,1171275
11052,1180350,1180340
11055,2010950,2011630
11056,2010960,2011630
11058,2171150,2171140
11060,2240039,2240030
11061,2240040,2240030
11062,2112810,2112800
11065,2110950,2110890
11066,2110940,2110890
11067,2111040,2111030
11069,2043060,2043015
11071,2043050,2043015
11073,2380050,05631
11075,2380060,05632
11076,2380080,05634
11079,2400230,05636
11081,03879,05639
11083,2400170,05640
11084,02272,05641
11087,2430030,05642
11089,05644,05643
11091,2010780,05644
11093,00578,05645
11094,2400040,05646
11096,2010680,05647
11099,2010700,05648
11100,2043190,2043140
11102,2043180,2043140
11103,2031170,2031150
11105,2031160,2031150
11107,1181220,1181188
11108,1181210,1181188
11109,1181670,1181660
11112,1140330,1140320
11113,1140280,1140320
11115,2031654,2031650
11116,2031655,2031650
11117,2031660,2031654
11119,2031655,2031654
11120,2670070,2670270
11122,2670110,2670270
11124,2670260,2670250
11126,2670240,2670230
11128,2670220,2670210
11130,2670200,2670190
11132,2060350,2060349
11134,2043370,2043360
11136,1057220,05227
11138,2041920,2041820
11140,2041930,2041820
11142,1183430,1183420
11143,1183423,1183420
11144,2010400,2010390
11146,1180329,1180320
11148,1180330,1180320
11149,1180340,1180330
11151,2044254,2043895
11153,2053901,2043895
11154,2043900,2043895
11156,2042200,2042190
11157,2042190,2042180
11159,1086818,03385
11163,01833,03379
11165,00831,03380
11167,00524,03381
11168,02089,03381
11170,1182270,03386
11171,02481,03387
11174,02069,03388
11176,1014140,03389
11178,2170970,03390
11180,1183770,03391
11182,03476,03392
11183,1086595,03392
11184,1043390,03393
11187,2171189,03394
11189,1183750,03396
11191,2342080,04666
11192,2342070,04666
11194,1027400,1020220
11195,1020225,1020220
11196,1160470,1160450
11198,1160460,1160450
11200,1022680,1022590
11201,1022690,1022590
11203,1035810,1035805
11204,1030835,1030830
11205,1030920,1030830
11207,1020820,1020810
11209,1020800,1020810
11211,2560180,2560170
11212,00072,2560170
11214,2611215,2611220
11215,2611230,2611220
11217,2430050,2430030
11218,2611840,2611830
11220,2611980,2611970
11222,2611960,2611970
11223,2400010,2400009
11225,2400280,2400009
11227,2400270,2400260
11228,1022040,1202140
11230,1020880,1202140
11231,02692,05763
11234,2480270,05764
11236,2500010,05765
11238,03834,05766
11240,2341920,05767
11242,1162187,1162186
11243,1162188,1162186
11245,1081187,1081185
11247,1084760,1084750
11248,1084710,1084750
11250,2920450,2920440
11251,2940100,2940150
11253,2940160,2940150
11255,2940540,2940530
11256,2940510,2940530
11257,3200380,2751020
11259,2800590,2800580
11261,2830070,2830060
11263,2830050,2830060
11264,2870500,2870445
11265,2870490,2870445
11267,2750110,2750100
11269,2750070,2750100
11270,2750370,2750360
11273,2751420,2751410
11274,2611700,2611690
11276,2611680,2611690
11278,2613060,2613040
11279,2613080,2613040
11281,2613650,2613640
11282,2613660,2613640
