index,hydroobject_CODE,endpoint_hydroobject_CODE
20745,2800010,02128
20748,1034240,02129
20749,1121030,02130
20752,01747,03511
20753,04602,02131
20755,2790430,2790420
20756,2790330,2790420
20758,2790540,2790500
20760,2790530,2790500
20761,00489,2790500
20762,2750030,2750040
20764,2750050,2750040
20766,2043580,02540
20767,1046420,02547
20769,1050530,02550
20771,1012810,02548
20774,01609,02525
20775,04340,02520
20777,02545,00778
20780,1142530,02538
20781,2113200,01475
20785,02537,01481
20786,1045610,01482
20789,00025,01483
20790,2530600,01815
20791,2530590,01815
20793,1087855,05095
20794,01372,05095
20796,2050850,01817
20798,2670130,01818
20800,1142490,01821
20802,2340415,01822
20804,00350,01822
20806,03209,01823
20807,1080800,01823
20808,2050240,01824
20810,02742,01828
20812,03190,01829
20814,01780,01838
20816,03616,05096
20818,04924,05097
20820,1170510,05097
20822,00724,01831
20823,2113150,01832
20826,1020240,05093
20827,1046750,01833
20829,1033960,01835
20830,1033970,01835
20833,1041560,01836
20834,2041485,2044320
20835,2041480,2044320
20837,1180070,1180060
20840,1142520,1142510
20841,2043940,2043930
20843,1184620,04641
20845,2044130,04642
20848,2531210,04643
20849,2270290,03713
20852,06114,03716
20854,2800600,03717
20855,02353,03718
20858,04141,03719
20859,1171810,04141
20862,03948,03722
20863,2170980,03722
20864,1181891,03723
20867,2270680,03724
20868,05155,2040750
20869,2040800,2040750
20871,2041240,2041230
20873,2041190,2041230
20874,2041870,2041850
20876,2041880,2041850
20878,2511050,02217
20879,2511030,02217
20881,02061,01274
20884,04898,01079
20885,01599,01256
20887,2041980,2041960
20888,2041970,2041960
20890,1028250,1028240
20891,1028235,1028240
20893,1070770,1070760
20895,1071240,1071030
20897,1071235,1071030
20899,1070910,1070900
20900,1048520,1048530
20902,1181184,1181180
20905,2030855,2030681
20906,2030860,2030681
20907,2043015,2043010
20909,1034518,1034514
20911,2270410,2270370
20912,2270400,2270370
20915,1081220,1081210
20916,1170775,1170770
20918,1081225,1081220
20920,2030070,2030055
20922,03780,2030055
20923,2030681,2030855
20925,2030860,2030855
20926,2171320,2171295
20928,2171310,2171295
20930,1012535,1012530
20931,1020125,1020120
20934,1020555,1020550
20935,1020887,1028200
20937,1020888,1028200
20938,1022620,1022730
20939,1022600,1022730
20942,1022720,1022610
20944,2342580,01543
20945,04131,01543
20947,00514,01545
20950,2560240,01546
20951,2612540,01550
20954,1040120,01551
20956,2270480,01552
20958,1182130,02840
20960,2270210,01548
20961,2041700,01549
20963,06097,01553
20965,03759,04017
20967,03187,04017
20968,1181490,02697
20969,01171,02697
20971,02046,02699
20973,1183740,02522
20976,1044000,02537
20978,1046955,02533
20980,1016410,02536
20981,1015100,02535
20983,03159,02701
20985,1170350,02704
20987,1171160,01429
20989,1032300,1030889
20991,2990010,2920719
20992,2010010,2920719
20993,2010020,2920719
20995,2010015,2920719
20996,2560130,2560085
20997,2560129,2560085
20999,2750670,2750650
21001,2750660,2750650
21002,2750670,2750660
21003,2750650,2750660
21005,2750890,2750760
21007,2750880,2750760
21008,2612785,2612750
21009,2612751,2612750
21011,2611056,2611050
21013,2611055,2611050
21015,2510735,2510730
21016,2510710,2510730
21017,2511417,2511415
21019,2430010,2430020
21020,2430030,2430020
21022,2340780,2340810
21023,2340820,2340810
21025,2171460,2171470
21027,2171471,2171470
21028,2172280,2172272
21030,2172276,2172272
21031,2210013,2210010
21033,2112100,2112080
21034,2112090,2112080
21037,2050885,2050880
21038,1145440,05322
21040,1145450,05322
21042,1041650,01490
21043,1180510,03195
21046,1046560,03196
21047,1181480,03197
21049,05008,03199
21051,03062,03200
21053,1142130,03202
21054,1142125,03202
21056,03202,05331
21058,05331,05332
21061,05346,03203
21063,2011080,05346
21064,1047250,03204
21066,1045655,01292
21069,1036040,04893
21070,1171810,04876
21072,1043160,04883
21075,1035480,04900
21076,1047250,04901
21078,00426,04902
21080,2612190,04903
21081,04262,04903
21084,2040870,04906
21086,1181245,04907
21088,04908,05110
21089,1013630,04908
21092,02554,04526
21093,2610860,02555
21094,01172,02555
21096,1170250,02556
21098,02556,03986
21101,05106,02796
21102,2030880,02557
21103,2030900,02557
21105,2030890,02557
21106,03937,02558
21108,2170240,01516
21110,1057770,01521
21111,1057820,01521
21113,2041660,01522
21115,1182140,01523
21118,1142110,01527
21119,1183720,01528
21123,01530,03096
21124,2531400,2531330
21125,2531390,2531330
21127,2610199,2610290
21128,2610190,2610290
21129,2610220,2610290
21131,2611590,2611580
21133,2531090,2531080
21134,2531075,2531080
21136,2400240,2400230
21137,2400250,2400230
21139,2342500,2342490
21140,2342470,2342490
21142,2342530,2342545
21144,2342550,2342545
21145,2342670,2342660
21147,2342860,2342870
21148,2342880,2342870
21150,2343570,2343550
21152,2343580,2343550
21153,1084210,1084200
21154,1084170,1084200
21156,1088140,1086680
21158,1086685,1086680
21159,1100230,1100220
21160,1100170,1100220
21162,1080960,1080955
21164,1081570,1081560
21167,1087000,01495
21168,00915,01496
21170,2531410,01499
21172,1055210,01500
21175,03166,01502
21177,2350050,01502
21179,2350050,01956
21181,1016710,01504
21183,1046240,01505
21184,1130040,01506
21187,1083600,03726
21189,1144290,03727
21190,1083450,03728
21192,1143005,01308
21194,1183840,01309
21196,03883,01311
21200,2340110,02067
21201,1183890,01313
21203,1183890,00688
21206,1182140,02064
21208,00442,02073
21211,1046395,02065
21212,2042270,02060
21214,2042260,02060
21215,1182270,02070
21217,1180470,02063
21219,1080750,02071
21221,02864,02075
21224,1081735,00879
21226,2342010,05655
21228,1052940,04614
21231,03524,02035
21232,06047,02035
21233,2920470,04621
21236,04731,04619
21237,02035,04626
21239,2270070,04628
21241,2113230,04634
21244,00010,04633
21245,1170320,03355
21247,1170220,04689
21248,03355,04689
21250,03401,00931
21253,1047220,03517
21255,00812,02503
21257,1180880,03518
21259,05092,03519
21260,1081782,05092
21262,1011210,03508
21264,1080150,03510
21266,2610540,03512
21268,2050670,2050660
21270,2110010,2110020
21272,2110030,2110020
21273,2031200,2031310
21275,2031205,2031310
21277,00111,03026
21279,01860,03037
21281,1086580,03051
21282,1086570,03051
21283,2250020,03078
21286,03451,03108
21288,1184580,03112
21290,2340960,03130
21292,2042280,01554
21293,02868,01554
21296,1080050,01555
21297,03190,01557
21299,2342640,01559
21301,2342620,01559
21303,03610,01560
21304,2043990,01884
21306,2042595,01885
21310,03441,01887
21312,1090070,01888
21314,2530410,01890
21315,2530370,01890
21317,1084970,01892
21319,1171150,01894
21320,1171160,01894
21322,1171170,01894
21324,00790,01895
21326,1031920,01947
21328,2341467,2341465
21329,1163340,1163330
21331,1163250,1163240
21334,2390010,2350009
21335,2051340,2051335
21337,1183440,1183435
21339,1183425,1183435
21340,1182445,1182430
21342,1182450,1182430
21343,1049190,1049230
21345,1049250,1049230
21346,1049280,1049230
21347,1049170,1049230
21348,1049200,1049230
21349,1160580,1160570
21351,1160630,1160660
21352,1160590,1160660
21354,1160600,1160660
21355,1160620,1160610
21357,2614030,2614020
21359,2614035,2614020
21360,1170440,1171770
21362,1171780,1171770
21363,1171800,1170430
21364,1171770,1170430
21366,1170430,1171850
21369,1084110,1084040
21370,1084120,1084040
21372,1084035,1084030
21373,2041630,02058
21375,00204,01306
21377,1182305,01304
21380,02553,01305
21381,02508,01307
21384,03706,01613
21386,1041560,05197
21387,1041570,05198
21389,1040353,05202
21391,1053180,05207
21393,1055710,05208
21395,1031090,04723
21397,02723,04909
21399,2751760,04910
21402,00040,04911
21404,1045247,04912
21405,2043290,04913
21408,1180390,04915
21410,04680,04916
21411,1016600,04917
21413,1162020,1162030
21416,1101370,1101360
21418,03638,03364
21419,1101380,1101370
21421,04902,03368
21424,1090320,1090315
21426,1101390,1101385
21428,1042905,03371
21430,03414,03373
21432,1182280,03544
21434,04232,03589
21436,1042465,1042460
21437,1042471,1042465
21438,1042470,1042465
21440,03616,03575
21442,1170897,03546
21445,01668,02270
21446,2113280,2113277
21448,1072545,1072540
21450,2612330,3100169
21452,1170110,04964
21454,1142010,04965
21456,1012700,05015
21457,1012810,05015
21459,1032610,04982
21461,1182460,05023
21463,1171600,05003
21465,2110055,03599
21467,03337,03599
21470,2400175,2400172
21471,03605,03952
21474,1052230,03592
21475,2751270,03542
21477,00568,03542
21478,00284,03551
21481,03576,05309
21482,06223,05309
21483,03657,03607
21486,1171172,01251
21487,2510440,03609
21488,2510420,03609
21491,2511430,03610
21492,2511440,03610
21494,04300,04664
21495,2170050,01707
21498,1010120,01713
21499,1083100,01714
21502,00808,01730
21504,1043750,01716
21506,1013930,01733
21507,1013935,01733
21509,00060,01733
21512,00939,02226
21513,02342,03660
21514,04117,03660
21516,2800180,02343
21518,02343,05817
21520,2611056,2611055
21522,2611060,2611055
21523,05257,05258
21525,1120310,05270
21527,1013020,01454
21529,06173,01454
21531,1026094,1026092
21532,3200150,3200145
21533,3200075,3200145
21535,2920490,2920485
21536,2920450,2920485
21538,2680010,2030158
21541,2290200,2290170
21542,2290210,2290170
21543,2290170,2290200
21545,2290210,2290200
21546,1080570,1080565
21548,2270745,2112991
21550,2300080,2300065
21552,2300070,2300065
21553,2342800,2342799
21554,2342790,2342799
21556,2170285,2170280
21559,2920402,2920401
21560,2920403,2920401
21561,1160560,1160550
21565,2051255,2051250
21566,2010110,2010100
21568,2910025,2010100
21569,2010350,2010340
21571,2050650,2051255
21572,2050660,2051255
21575,2341005,2341000
21576,2400009,2540225
21578,2540230,2540225
21580,2480260,2480255
21581,1150310,1150302
21582,1150305,1150302
21585,2110040,2110050
21586,2110060,2110050
21587,1083535,02700
21590,01262,01289
21591,02582,01289
21594,1046395,01291
21596,2041890,01293
21598,1170450,01295
21600,1084950,01296
21601,1180850,03151
21604,1083600,1083580
21605,1083460,1083580
21606,1083760,1083600
21608,1083790,1083600
21609,2010930,2010925
21612,2320095,2012270
21613,2010980,2012270
21615,2011020,2011015
21617,1180610,02643
21619,00989,02029
21620,1182460,02644
21622,1184230,02512
21624,2320070,02645
21626,2320080,02645
21627,2172280,2172276
21628,2172272,2172276
21630,2343471,2343473
21632,2343480,2343473
21633,2343760,2343473
21634,2343530,2343480
21635,2343520,2343480
21637,2343529,2343480
21638,1181410,1181402
21640,1181403,1181402
21641,1181401,1181402
21642,1181410,1181403
21643,1181402,1181403
21645,1181401,1181403
21646,1190082,1190080
21647,1190081,1190080
21650,2011461,2011462
21651,2011470,2011462
21652,2011462,2011461
21654,2011470,2011461
21655,2020092,2020091
21656,2020095,2020091
21658,2011490,2011480
21660,2614100,2614090
21663,1043650,00627
21664,1071790,01578
21665,1071780,01578
21668,2051320,2051280
21669,2051290,2051280
21670,2051310,2051280
21672,2341240,03437
21674,03440,03284
21675,04235,03440
21678,1043970,03441
21679,1011320,03442
21681,2140010,04306
21683,2140020,03443
21685,2343675,03444
21687,03890,03446
21690,06047,03447
21693,1181510,03348
21694,2920370,06117
21696,1142970,1141450
21697,1142980,1141450
21699,1086535,1086530
21701,1090123,1090070
21703,1100770,1100760
21704,1100765,1100760
21706,1083260,1083240
21707,1083250,1083240
21709,1086160,1086150
21710,1086140,1086150
21712,1071930,1071920
21714,05875,1073050
21715,1073060,1073050
21717,03905,04725
21718,2350070,04725
21720,2170960,04439
21723,1048070,04438
21724,2560050,03953
21726,2050220,03950
21729,03955,04781
21731,03578,01244
21732,1073020,03949
21734,03722,03948
21736,2170980,03948
21737,2342960,03954
21739,1042070,03957
21741,1170040,03578
21743,1182270,03955
21745,1041360,03947
21747,1182140,03945
21749,03578,03951
21751,01780,03959
21753,00736,03959
21754,1014700,03946
21756,1014745,04442
21759,03634,04440
21761,04443,02220
21762,2171290,02220
21764,02220,04443
21766,2171290,04443
21768,2170895,03944
21770,2170819,05627
21771,1083360,04432
21774,05102,04435
21775,05098,04435
21777,1046370,04433
21778,1181880,04441
21780,2042450,04444
21781,2042440,04444
21782,2042460,04444
21784,1180890,04445
21787,01810,01796
21788,2041950,04447
21790,00643,04447
21791,2250010,04622
21793,1140310,1140305
21795,2751670,2751660
21797,2790470,2790460
21799,2790550,2790480
21800,2790540,2790480
21802,2800876,2800875
21803,2800880,2800875
21805,2870170,2870160
21808,2612970,2612960
21809,1030540,03410
21812,1180610,03408
21813,2342480,03406
21816,1181510,03422
21818,04660,03399
21819,01169,03415
21821,1031640,03431
21823,2111280,03432
21825,1028070,03433
21828,00115,03434
21830,1036510,03435
21832,2050320,00547
21834,04223,04300
21835,03613,04671
21838,1043150,04301
21840,2341960,04302
21841,06267,04302
21843,2113860,2114280
21844,2114270,2114280
21846,2113855,2114290
21847,2114270,2114290
21848,1043200,1043150
21851,2044291,2044285
21852,2044450,2044285
21854,3200370,3200260
21855,3200410,3200260
21856,1049190,1049250
21857,1049230,1049250
21859,1049280,1049250
21860,1049170,1049250
21861,1049200,1049250
21862,1049190,1049280
21863,1049230,1049280
21864,1049250,1049280
21866,1049170,1049280
21867,1049200,1049280
21869,1049170,1049165
21870,1049270,1049260
21872,1049060,1049140
21874,1049150,1049140
21875,1049120,1049075
21877,1049080,1049075
21878,1049075,1049070
21880,1049180,1049150
21881,1049240,1049150
21882,1049160,1049150
21885,1036840,02651
21886,1014140,02652
21889,05086,02653
21891,04010,02654
21893,1082060,02656
21896,1080280,02657
21897,2790200,05917
21898,2790230,05917
21900,1046400,01297
21903,2870310,01298
21904,1141220,01299
21907,05064,01300
21908,2170960,01301
21911,2040690,02069
21912,1043550,02068
21914,1171130,02062
21916,2042595,02061
21920,1042120,02553
21921,1084750,1084748
21923,1190070,1190068
21925,2112270,2113970
21926,2113990,2113970
21928,2043090,2043080
21929,2043070,2043080
21931,2030990,2031010
21933,2031020,2031010
21934,2031450,2031440
21936,1184360,1184640
21937,1184650,1184640
21939,1170160,1170180
21940,1170185,1170180
21942,1180940,1180680
21944,1180960,1180680
21945,1141370,1141360
21947,2800400,02077
21949,03146,02079
21951,1170050,02082
21953,2343070,02083
21955,04414,02086
21957,2030810,2030870
21959,05180,2030870
21960,2030875,2030870
21961,2030860,2030870
21962,1182445,02236
21965,2171610,00015
21966,2171590,00015
21967,06095,03205
21969,1045110,03205
21970,04251,04778
21972,2171411,04779
21974,1035470,04780
21977,2343670,04782
21979,00040,04784
21980,00380,00040
21981,04842,00040
21984,00078,04785
21985,04157,04790
21988,1046010,04792
21990,2343250,04794
21991,1084748,04795
21994,1182100,04797
21995,1082540,04802
21997,2750950,04803
21998,2750940,04803
22001,1145640,04804
22002,2610830,04805
22004,1170320,04806
22006,1140420,04807
22008,1140410,04807
22009,1030500,04808
22011,02260,04809
22014,1181245,04811
22016,1073610,1073600
22017,1081520,1081510
22019,1071420,1071400
22020,1071410,1071400
22023,1048220,1047360
22024,1048230,1047360
22025,1050210,1050200
22027,1050160,1050215
22029,1050220,1050215
22030,1052440,1052430
22032,1055050,1055040
22034,1060090,1060080
22036,1060135,1060130
22039,1027120,1027110
22041,1073080,1073065
22042,1073090,1073065
22044,1073620,1073610
22047,1061250,1061240
22048,1062030,1062020
22050,1070610,1070600
22052,2050460,2050450
22053,2050470,2050450
22055,2010100,2930020
22057,2010097,2930020
22059,2800115,2800110
22060,2750690,2750480
22062,2750680,2750480
22063,3200099,2751070
22065,2610120,2610110
22067,2610600,2610590
22070,2610580,2610750
22071,2610760,2610750
22072,2531310,2531300
22075,2010590,2570030
22076,2010600,2570030
22077,1181920,02050
22079,2341970,2341965
22080,2341945,2341965
22082,2340880,2340860
22084,04733,2340860
22085,2270690,2270660
22087,2270700,2270660
22088,2112600,2112590
22090,2112670,2112650
22091,2112660,2112650
22094,2050420,2050410
22095,2060240,2060200
22096,2060230,2060200
22098,2110730,2110720
22100,1041570,1041560
22102,1028330,05895
22104,1020690,05895
22105,06100,1030640
22107,1030810,1030640
22109,2920404,2920402
22110,2920403,2920402
22111,1020670,1020660
22112,1020650,1020660
22115,3200120,3200085
22116,3200110,3200085
22118,1181085,1181080
22120,2043920,2043269
22121,1061730,1061530
22123,1061720,1061530
22125,2870860,02396
22128,03673,01896
22129,1101220,04379
22131,2042390,04377
22133,1182140,04376
22135,01266,04375
22138,1031920,04374
22139,2612690,04372
22141,2611050,04371
22143,2750620,04370
22145,2044070,04695
22147,04695,05528
22149,04369,05528
22150,04695,04369
22151,05528,04369
22154,1182110,04367
22155,2420010,04366
22158,2043700,04365
22159,03883,04364
22160,1036800,04364
22163,1047240,04362
22165,04361,04457
22166,2751700,04361
22169,1042110,04359
22172,2870550,04357
22173,2113710,04356
22176,03836,04355
22177,1043180,04353
22180,04130,04352
22181,1142310,04351
22184,2770010,04350
22185,1043850,04349
22188,05118,04348
22190,04838,04347
22192,2113115,03206
22193,03206,03721
22195,2113150,05019
22197,2113115,05019
22198,01594,03207
22200,01823,03209
22202,1080800,03209
22203,2030910,03214
22206,2343560,03217
22207,2750150,2750140
22209,2750130,2750140
22210,2610535,2610532
22212,2010181,2010182
22214,2010190,2010182
22215,2110740,2110815
22216,2110820,2110815
22219,2110770,00357
22220,1184820,1184570
22222,1184580,1184570
22223,2190010,2190005
22225,2240060,2240050
22226,2240040,2240050
22228,1141450,1141440
22231,1162173,1162171
22232,1162172,1162171
22233,1162177,1162175
22235,1162176,1162175
22236,1162375,1162374
22237,1162376,1162374
22239,1146260,1146070
22240,1146230,1146070
22242,1141440,00162
22244,2011890,2012250
22246,2614040,2614035
22248,2430050,2010815
22250,2010820,2010815
22251,2613990,2613975
22252,2614000,2613975
22254,1120070,1120060
22256,1081190,1081260
22257,1081310,1081260
22258,1081300,1081260
22260,1081550,1081530
22262,1081540,1081530
22263,1082010,1082000
22265,1145820,1145810
22267,1130020,1130010
22269,1140350,1140340
22271,1081550,1081540
22272,1081530,1081540
22275,1052120,1052110
22276,1052430,1052420
22278,1055980,1055970
22280,1046120,1046110
22283,05896,1041530
22284,1041540,1041530
22286,1033040,1033030
22287,1033050,1033040
22289,1182460,01382
22291,01823,01438
22293,1041060,01480
22296,2042770,01276
22298,1033520,01277
22300,02436,01275
22303,00525,01317
22305,1041980,01444
22306,05892,01431
22308,1183170,01279
22310,2043940,05399
22312,2042860,05433
22313,04923,05433
22315,2113580,05443
22318,03686,05566
22320,2111995,05583
22321,1026090,1026094
22322,1026095,1026094
22325,1017129,1048511
22326,1017120,1017129
22327,1017130,1017129
22330,1017139,1048512
22331,1017130,1017139
22333,1017140,1017139
22334,2113990,2113960
22335,2113970,2113960
22337,1034260,1034250
22340,2940440,2940430
22341,2940310,2940430
22342,2870630,2870620
22343,2870400,2870620
22345,2800140,2800150
22346,2800160,2800150
22349,2800470,2800460
22350,2612880,2612890
22351,2612900,2612890
22354,1046130,01328
22357,1031930,01323
22358,04046,01344
22361,1140935,01326
22362,1031070,01352
22364,2613330,01353
22366,1046910,01354
22368,2510570,01355
22370,2870040,01358
22373,03355,01360
22376,00040,01362
22378,1046900,01363
22380,2610389,2610380
22381,2610390,2610380
22383,2510495,2510490
22385,1100115,1100110
22387,2511130,2511120
22389,1080220,1080210
22391,2530590,2530580
22393,1049345,1041840
22395,1181230,1181245
22396,1181250,1181245
22398,1181610,1181590
22399,1181620,1181590
22401,1181650,1181640
22402,1181620,1181640
22404,2560042,2560040
22405,2560043,2560040
22407,2510530,2510525
22410,2611215,2611212
22411,2611210,2611212
22413,1049100,05127
22414,1049200,05127
22415,1049110,05127
22416,2230010,2230020
22417,2230030,2230020
22419,1171190,1171960
22421,1171950,1171960
22422,1018030,1018040
22424,1015325,1018040
22425,1082710,1082660
22427,1082715,1082660
22428,1082700,1082660
22429,1071710,1071700
22432,1073640,1073630
22434,1182110,03708
22435,1170220,01899
22437,1181245,02227
22440,2340970,02219
22441,2040370,02230
22443,02817,02231
22445,01626,02232
22448,05103,02233
22451,2611200,2611190
22452,2611138,2611190
22454,2611235,2611234
22455,2611236,2611233
22456,2611234,2611233
22459,1088050,1088035
22460,1083430,1088035
22461,1088035,1088030
22463,1181250,01914
22466,1171230,03808
22467,2340450,2340420
22469,2340440,2340420
22471,2340490,2340480
22472,05843,2340570
22474,2340580,2340570
22475,2340450,2340590
22477,2340600,2340590
22478,2170730,2170720
22480,2270200,2270190
22482,04639,2270190
22483,1055040,05216
22485,05219,05220
22487,1071120,05233
22489,2230020,01385
22491,2170170,01387
22494,2612230,01388
22495,2230040,01390
22497,1086120,01391
22500,1042135,01392
22501,2752020,2752010
22504,1121110,03650
22505,2170510,03561
22507,1033500,03532
22509,00434,03585
22512,01341,03651
22514,01513,03656
22518,02163,03600
22521,04226,03596
22523,1130718,03553
22525,01513,03687
22528,06053,03507
22529,2171130,03525
22531,04978,03626
22533,2111520,03626
22534,1162370,1162371
22535,1162374,1162371
22537,1162181,1162180
22539,1162182,1162180
22540,1020053,1020051
22542,1020052,1020051
22543,1020058,1020059
22545,1020057,1020059
22546,1021050,1020059
22547,1021055,1020059
22548,1020885,1020883
22549,1020884,1020883
22551,1020944,1020942
22552,1020943,1020942
22554,1020678,1020676
22555,1020675,1020676
22557,1020588,1020587
22559,1020589,1020587
22560,1020600,1020590
22562,1061325,1061320
22564,2041240,2041190
22565,2041230,2041190
22567,1020873,1020871
22568,1020872,1020871
22570,1020198,1020200
22572,1020197,1020200
22573,1020195,1020196
22575,1020194,1020196
22576,1020116,1020117
22577,1020115,1020117
22579,1180460,1180450
22580,1180470,1180450
22583,2031605,2031600
22584,1045430,1045425
22586,2110340,2110310
22587,2110330,2110310
22589,1054250,1054245
22592,1072620,1072610
22593,1070750,1070740
22595,1081120,1081110
22597,1184305,1184260
22598,1184310,1184260
22600,1040860,1040850
22602,1040820,1040850
22603,1031530,1031520
22604,1031440,1031520
22606,1032610,1032500
22607,1031701,1032500
22608,1032605,1032500
22610,1033510,1033410
22611,1033500,1033410
22614,1010500,1010600
22615,1010610,1010600
22616,2112590,2112580
22618,2112770,2112730
22619,2112780,2112730
22622,2113350,2113340
22623,1046110,01028
22626,1121210,00611
22627,2041850,2041840
22630,3200337,02658
22632,01814,02659
22633,1171850,1170380
22635,2051300,2044270
22636,2044470,2044270
22639,1171785,1171780
22641,1171860,1171785
22642,1037445,02661
22645,1180880,02662
22647,1086640,02664
22648,1022645,1022640
22649,1027470,1022640
22651,1042910,1042855
22653,1042905,1042855
22654,2114110,2114100
22657,2114200,2114190
22659,2114180,2114170
22660,2112060,2114180
22662,2114200,2114180
22663,2114160,2114180
22665,2114160,2114150
22666,2030090,2031750
22667,2030095,2031750
22669,3100040,3100280
22671,2113710,02636
22672,02680,02636
22674,2113730,02636
22675,1183790,02640
22677,00435,02641
22679,1047070,1047040
22681,1047080,1047040
22683,1042625,1042620
22685,1047122,1047120
22686,1047125,1047120
22687,1047245,1047130
22689,04976,1047130
22690,1047230,1047130
22691,1042630,1042625
22693,1047040,1047030
22695,1047130,1047124
22697,1047127,1047124
22698,1047124,1047122
22701,1047127,1047125
22702,1047130,1047127
22703,1047124,1047127
22705,05014,01806
22708,02534,01927
22709,2170320,01927
22711,2340210,01872
22713,02620,01784
22716,1142600,01759
22717,2480020,2480015
22718,2480010,2480015
22721,2341384,2341382
22722,2343000,2342982
22723,2342986,2342982
22724,2342990,2342982
22726,2342984,2342982
22727,2031738,2031736
22728,2031735,2031736
22730,2031212,2031210
22731,2031211,2031210
22733,1184304,1184302
22736,2010281,2010282
22737,2010285,2010282
22738,3200245,3200350
22740,3200390,3200350
22741,2750150,2750130
22742,2750140,2750130
22744,2614520,2613310
22746,1011210,02604
22747,1011201,02604
22751,2113341,02609
22753,2041650,03322
22755,00260,03322
22756,1057310,01674
22758,01311,01680
22761,1182095,01697
22762,2270800,01695
22764,01869,01692
22767,1182095,01698
22768,03925,01669
22769,1181980,01669
22771,1016700,01664
22773,1182140,01661
22775,2050660,01676
22777,1073650,1073640
22779,1047120,1047100
22781,1047110,1047100
22782,2111270,2114250
22784,2111360,2114250
22785,1052020,1052010
22787,1048520,1045110
22789,1045160,1045110
22790,1046270,1046260
22791,1046280,1046260
22793,2011125,2011120
22795,1033320,1030900
22797,1033290,1030900
22798,1034560,1034550
22801,1015020,1015005
22802,1061320,1061250
22804,1061310,1061250
22806,2011160,2200010
22807,2011170,2200010
22809,1070220,1070210
22810,1070110,1070210
22811,1042610,1042600
22813,1162010,1162309
22815,1110410,1110408
22817,2612322,2612320
22819,1051650,1051390
22821,1051660,1051390
22822,2611236,2611235
22823,2611239,2611235
22825,1143010,1146430
22826,1143005,1146430
22828,1016100,1014001
22829,1016110,1014001
22831,2670065,2670060
22833,2670030,2670025
22835,2011460,2030159
22837,1120110,1120085
22839,1120120,1120085
22840,2042140,2042145
22842,2031420,2030415
22843,2031395,2030415
22845,2560323,2560024
22847,2560325,2560024
22848,2343776,2343772
22850,2343774,2343772
22852,2920170,2920165
22854,2010072,2920404
22855,2010070,2920404
22856,2920402,2920403
22857,2920404,2920403
22859,2940076,2940074
22861,2940078,2940074
22862,2610300,2610305
22863,2610310,2610305
22865,01524,01383
22868,00093,01280
22869,1170160,01337
22871,2113630,01701
22873,1181281,02705
22875,1183170,01783
22877,1180420,02707
22879,01091,01941
22881,1041640,01503
22885,06133,03554
22887,1010220,02028
22888,04363,03489
22890,1083500,03602
22892,01413,03652
22894,1010210,03527
22896,01988,03557
22898,2430010,03640
22901,00908,03562
22903,01513,03671
22906,2610770,2610780
22907,2610790,2610780
22908,2610950,2610940
22910,2612640,2612630
22911,2612550,2612630
22914,2510578,2510574
22916,2613773,2613770
22917,2111300,2111290
22918,05587,2111290
22919,05589,2111290
22921,2480060,2510578
22922,2510580,2510578
22924,2510596,2510595
22925,2510590,2510595
22927,2470010,02192
22930,2613780,2613775
22932,2530700,2531650
22933,2531630,2531650
22935,2343050,01704
22937,2613790,2613780
22939,2613774,2613773
22940,2613775,2613774
22942,03296,03478
22945,02879,03479
22946,02076,03480
22949,2112980,03450
22951,2112950,03451
22952,1046220,03452
22954,1030500,03453
22956,2343340,03455
22958,1181240,03456
22961,1145490,03457
22962,1182445,03458
22965,1040555,03459
22966,1142310,03463
22967,02036,03463
22969,03535,03465
22970,05926,03465
22972,00106,03465
22974,1037020,02856
22975,00385,04476
22977,04476,02597
22979,1181245,03213
22981,1043390,02665
22983,02665,03402
22985,2800720,02667
22987,02002,02668
22989,1084210,01384
22992,1082715,1082354
22993,1082359,1082354
22994,1145480,1145475
22996,1056050,1056020
22998,2044060,2044050
23001,2112820,01737
23003,05579,01737
23004,2112820,05579
23005,01737,05579
23008,1140945,01738
23010,1040555,01746
23011,04303,01747
23013,1170430,01748
23015,1031020,01749
23018,1170910,01752
23020,2800630,01755
23023,01756,00430
23025,1043421,01757
23026,1033610,01758
23027,1033600,01758
23029,02157,01760
23032,1031920,01761
23033,2790185,01763
23036,1080545,01765
23037,1088070,01765
23038,02918,01766
23040,2111470,01768
23043,2041710,01769
23044,2613480,2613470
23047,2613520,2613510
23048,2613505,2613510
23049,2530870,2530860
23051,2343090,2343080
23053,2480190,2480160
23054,2480180,2480160
23057,2480290,2480280
23058,2340090,2340060
23060,2751550,04162
23063,1171060,01684
23064,2043750,01681
23067,1183910,01682
23069,02944,01665
23071,1182110,01671
23072,1030170,01663
23075,1042800,01667
23076,04304,01686
23078,2900030,01686
23081,1073320,01696
23082,1181110,01670
23084,1182270,01690
23086,1053220,01691
23088,1181360,04706
23090,2560170,2560160
23092,2610230,2610021
23094,2610650,2610640
23097,1143060,1143050
23098,2171430,2171376
23100,2171440,2171376
23101,2350060,2350050
23103,1143331,1143310
23104,1143330,1143310
23107,2320050,2320040
23109,1143520,1143510
23110,2340940,2340980
23111,2340990,2340980
23113,2343620,2343580
23115,2343610,2343580
23117,2010795,2113880
23118,2010800,2113880
23119,1082790,1082785
23121,1082780,1082785
23122,1061520,1061440
23123,1061530,1061440
23125,1070105,1070100
23128,1046010,01790
23129,2480360,01793
23131,03062,01794
23133,1046920,01794
23134,1182270,01795
